Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,On/Off
2005-05-05,15.31,32.32,7.1,0.12,0.15,4.86,11.13,0
2005-05-05,15.23,32.29,6.1,0.16,0.07,2.42,7.95,0
2005-05-05,15.06,32.38,5.79,0.29,0.06,3.54,6.36,0
2005-05-05,17.82,33.9,5.65,0.17,0.12,3.08,6.34,0
2005-05-05,17.46,34.13,7.04,0.07,0.07,4.88,,0
2005-05-15,15.47,32.788000000000004,5.6623,0.0349,0.106,1.5854,8.9811,0
2005-06-08,18.08,33.563,5.79,0.1,0.28,11.08,7.01,0
2005-06-08,20.31,33.104,5.72,,,,,0
2005-06-08,20.78,32.809,5.69,0.23,0.24,7.99,6.07,0
2005-06-08,19.67,33.616,5.31,0.24,0.31,9.15,6.27,0
2005-06-08,20.84,33.384,5.41,,,,,0
2005-06-08,18.5,33.422,5.52,0.1,0.25,9.89,8.24,0
2005-06-08,18.66,33.281,5.45,,,,,0
2005-06-08,18.16,33.624,5.34,0.27,0.27,7.21,6.57,0
2005-06-08,19.0,33.461,5.7,,,,,0
2005-06-08,19.07,33.547,5.64,,,,,0
2005-06-08,18.91,33.661,5.35,,,,,0
2005-06-09,19.6,33.35,5.37,0.24,0.28,7.99,6.18,0
2005-06-09,21.47,33.473,5.42,,,,,0
2005-06-09,21.87,32.01,5.42,,,,,0
2005-06-09,21.8,32.255,5.52,0.3,0.48,9.94,4.58,0
2005-06-09,21.38,31.744,5.62,,,,,0
2005-06-09,20.08,33.215,5.75,0.11,0.4,6.04,5.58,0
2005-06-09,19.47,33.416,5.54,,,,,0
2005-06-09,19.34,33.35,6.19,0.12,0.32,6.2,5.86,0
2005-06-09,20.38,33.338,5.52,,,,,0
2005-06-09,20.93,32.881,6.33,,,,,0
2005-06-09,12.4,31.307,6.72,0.76,0.26,6.49,1.76,0
2005-06-09,19.88,32.819,5.65,,,,,0
2005-06-09,20.42,33.366,5.47,0.1,0.37,8.25,6.72,0
2005-06-09,18.38,33.562,5.5,,,,,0
2005-06-09,13.24,31.553,,,,,,0
2005-06-09,20.82,33.39,5.3,0.06,0.29,10.33,8.1,0
2005-06-09,17.14,31.931,6.4,0.54,0.12,3.05,1.41,0
2005-06-09,19.88,33.499,5.54,,,,,0
2005-06-09,17.07,31.967,,,,,,0
2005-06-09,19.5,33.241,5.31,0.23,0.25,7.49,6.7,0
2005-06-09,17.26,32.042,6.05,0.8,0.14,0.68,1.43,0
2005-06-09,19.3,32.088,,,,,,0
2005-06-09,19.22,32.178000000000004,6.02,0.24,0.08,0.31,1.38,0
2005-06-09,18.36,32.207,5.92,,,,,0
2005-06-09,18.36,32.49,5.68,,,,,0
2005-06-09,18.06,32.339,5.79,0.18,0.13,1.01,0.54,0
2005-06-10,19.32,32.205,,,,,,0
2005-06-10,18.52,34.255,5.09,0.06,0.09,1.42,3.93,0
2005-06-10,20.99,33.709,5.05,,,,,0
2005-06-10,19.1,32.049,5.85,0.27,0.12,0.97,0.7,0
2005-06-10,20.73,34.138000000000005,5.69,0.05,0.17,0.65,3.28,0
2005-06-10,18.94,32.092,,,,,,0
2005-06-10,18.93,32.049,5.8,0.32,0.14,0.71,1.43,0
2005-06-10,20.26,34.129,5.39,,,,,0
2005-06-10,18.14,31.841,,,,,,0
2005-06-10,17.24,32.01,6.45,0.21,0.12,0.73,5.34,0
2005-06-10,20.43,34.58,5.66,,,,,0
2005-06-10,16.89,31.304,,,,,,0
2005-06-10,20.13,34.272,5.72,0.03,0.11,0.37,3.43,0
2005-06-10,14.88,31.122,7.23,0.75,0.09,0.33,0.58,0
2005-06-10,19.85,34.233000000000004,4.92,,,,,0
2005-06-10,20.26,34.024,5.24,0.03,0.04,0.29,2.94,0
2005-06-10,17.49,34.303000000000004,5.79,,,,,0
2005-06-10,17.01,34.249,5.9,,,,,0
2005-06-12,18.62,32.264,5.92,,,,,0
2005-06-12,19.86,33.042,5.36,0.2,0.14,3.63,5.0,0
2005-06-12,21.61,31.84800000000001,5.45,,,,,0
2005-06-12,16.91,33.916,6.19,,,,,0
2005-06-12,21.59,31.868,5.34,0.2,0.23,2.36,4.12,0
2005-06-12,18.05,33.965,5.55,,,,,0
2005-06-12,19.76,33.787,5.19,0.05,0.3,0.34,1.98,0
2005-06-12,20.22,33.77,5.09,,,,,0
2005-06-12,20.17,33.35,5.21,,,,,0
2005-06-12,19.71,34.54,5.36,0.06,0.26,1.17,2.63,0
2005-06-12,19.36,34.451,5.82,,,,,0
2005-06-12,16.68,31.339,6.82,0.17,0.26,2.7,0.52,0
2005-06-12,22.23,31.434,5.14,0.18,0.34,2.2,4.25,0
2005-06-12,15.89,31.856,,,,,,0
2005-06-12,22.32,31.491,5.24,,,,,0
2005-06-12,19.31,34.488,5.7,0.03,0.03,1.17,2.84,0
2005-06-12,18.35,31.946,6.05,0.47,0.12,0.7,3.43,0
2005-06-12,22.35,31.592,5.3,0.16,0.38,4.58,5.55,0
2005-06-12,20.42,34.611,5.7,,,,,0
2005-06-12,18.96,32.058,,,,,,0
2005-06-12,22.44,31.488000000000003,5.52,,,,,0
2005-06-12,18.56,32.067,5.8,0.24,0.19,0.47,3.41,0
2005-06-12,18.58,32.226,,,,,,0
2005-06-12,21.71,31.712,5.46,0.15,0.14,2.4,5.59,0
2005-06-12,19.17,34.344,5.74,0.1,0.15,0.85,3.85,0
2005-06-12,18.58,32.176,5.76,1.06,0.28,10.8,9.72,0
2005-06-12,20.99,32.337,6.12,,,,,0
2005-06-12,18.61,32.235,,,,,,0
2005-06-12,19.88,34.141,5.28,,,,,0
2005-06-12,21.37,32.846,6.09,0.21,0.29,3.33,5.65,0
2005-06-12,18.69,32.226,6.2,0.84,0.12,14.91,10.8,0
2005-06-12,19.58,34.329,5.72,0.04,0.06,0.46,3.39,0
2005-06-13,21.12,32.247,6.04,,,,,0
2005-06-13,21.16,30.5,6.25,0.2,0.35,10.04,6.73,0
2005-06-13,21.63,30.167,5.98,,,,,0
2005-06-13,19.67,32.429,5.7,,,,,0
2005-06-13,18.98,32.297,5.68,0.67,0.24,6.96,7.98,0
2005-06-13,19.34,34.477,5.82,,,,,0
2005-06-13,18.89,32.23,,,,,,0
2005-06-13,21.75,29.384,5.42,,,,,0
2005-06-13,20.31,33.78,5.73,0.02,0.09,0.63,2.77,0
2005-06-13,18.78,32.315,5.92,0.24,0.2,0.53,4.17,0
2005-06-13,20.31,29.565,5.83,0.32,0.35,5.66,6.21,0
2005-06-13,17.04,32.351,,,,,,0
2005-06-13,20.06,33.831,5.87,,,,,0
2005-06-13,21.81,30.709,5.94,,,,,0
2005-06-13,17.87,32.056,6.55,0.79,0.54,6.89,11.06,0
2005-06-13,21.49,31.211,5.81,0.22,0.15,2.35,5.39,0
2005-06-13,16.66,34.292,6.17,0.08,0.07,0.42,2.14,0
2005-06-13,17.36,32.081,,,,,,0
2005-06-13,21.42,31.147,5.92,,,,,0
2005-06-13,17.9,34.08,6.05,,,,,0
2005-06-13,17.44,34.134,5.99,,,,,0
2005-06-13,20.99,31.524,5.38,0.13,0.45,7.35,7.37,0
2005-06-13,17.45,31.929,6.96,1.62,0.23,10.8,9.7,0
2005-06-13,21.31,32.024,5.45,,,,,0
2005-06-13,21.43,32.407,5.37,0.15,0.21,2.2,6.14,0
2005-06-13,20.48,33.036,6.0,,,,,0
2005-06-13,17.22,33.552,,,,,,0
2005-06-13,13.19,33.361,6.23,0.45,0.49,0.23,3.82,0
2005-06-14,20.53,33.164,5.39,0.13,0.44,6.67,6.11,0
2005-06-14,20.5,33.0,5.42,,,,,0
2005-06-14,17.87,33.288000000000004,5.74,0.16,0.16,4.75,7.89,0
2005-06-14,18.03,33.279,5.78,,,,,0
2005-06-16,18.11,33.387,,,,,,0
2005-06-16,19.94,33.226,5.63,0.66,0.18,2.41,2.88,0
2005-06-16,19.91,33.144,,,,,,0
2005-06-16,19.95,32.393,5.97,0.84,0.24,0.89,3.93,0
2005-06-16,20.87,32.905,5.33,,,,,0
2005-06-16,21.79,33.138000000000005,5.38,,,,,0
2005-06-16,21.79,33.138000000000005,5.38,,,,,0
2005-06-16,22.17,32.796,5.35,0.29,0.28,0.49,4.02,0
2005-06-16,21.91,32.964,,,,,,0
2005-06-16,20.38,33.49,5.75,0.3,0.16,0.6,5.22,0
2005-06-16,19.26,33.31,,,,,,0
2005-06-16,20.05,33.341,5.72,0.91,0.19,0.56,3.99,0
2005-06-17,20.75,33.205,,,,,,0
2005-06-17,21.25,33.067,5.43,0.46,0.15,0.3,3.67,0
2005-06-17,20.94,33.326,,,,,,0
2005-06-22,19.0,33.959,4.93,,,,,0
2005-06-22,19.02,34.343,5.47,,,,,0
2005-06-22,19.09,34.196,4.88,0.03,0.09,0.42,2.98,0
2005-06-22,19.31,34.48,5.68,,,,,0
2005-06-22,20.85,34.104,5.26,0.04,0.15,,3.44,0
2005-06-22,21.0,34.129,4.98,,,,,0
2005-06-23,20.56,33.875,5.1,0.08,0.15,0.68,5.32,0
2005-06-23,21.25,34.359,4.96,,,,,0
2005-06-23,21.47,34.409,5.15,0.11,0.12,0.59,3.67,0
2005-06-24,21.75,34.293,5.55,0.05,0.11,0.16,3.75,0
2005-06-24,21.96,34.173,5.33,,,,,0
2005-06-24,21.58,34.155,5.18,0.08,0.16,0.5,5.38,0
2005-06-24,21.92,34.251,5.18,,,,,0
2005-06-24,20.57,33.958,5.68,0.07,0.2,0.76,4.85,0
2005-06-24,20.78,34.125,5.66,,,,,0
2005-06-24,20.81,34.067,5.65,0.07,0.2,1.32,4.03,0
2005-06-24,19.74,33.758,5.52,,,,,0
2005-06-24,19.65,33.702,6.18,0.08,0.18,1.53,3.44,0
2005-06-24,17.15,33.672,5.95,,,,,0
2005-06-24,18.42,33.793,5.29,,,,,0
2005-06-24,20.04,33.952,5.53,0.06,0.18,0.67,3.2,0
2005-06-24,20.04,33.983000000000004,6.0,,,,,0
2005-06-24,21.19,34.091,5.08,0.03,0.15,0.79,5.32,0
2005-06-25,20.25,34.327,5.33,,,,,0
2005-06-25,21.2,34.04,5.91,0.03,0.24,1.66,6.17,0
2005-06-25,22.5,34.081,5.29,,,,,0
2005-06-25,21.66,34.046,5.37,0.12,0.34,1.86,8.44,0
2005-06-25,21.92,34.005,5.66,,,,,0
2005-06-25,22.96,34.02,5.42,0.04,0.11,0.66,5.49,0
2005-06-25,21.62,34.202,5.43,0.06,0.17,1.37,4.4,0
2005-06-25,21.58,34.117,5.81,,,,,0
2005-06-25,21.18,33.702,4.87,0.03,0.1,0.71,3.84,0
2005-06-25,21.27,34.489000000000004,4.83,,,,,0
2005-06-25,19.56,33.853,4.19,0.05,0.11,0.4,2.63,0
2005-06-25,19.53,33.853,5.92,,,,,0
2005-06-25,19.58,33.786,5.56,0.03,0.09,0.79,2.87,0
2005-08-02,23.55,31.747,5.27,0.35,0.13,7.58,8.3,0
2005-08-02,26.71,29.861,5.26,,,,,0
2005-08-02,27.04,29.817,5.21,0.32,0.12,5.28,9.97,0
2005-08-05,19.53,31.048,5.26,0.55,0.47,4.14,3.13,0
2005-08-05,21.24,31.236,5.75,0.4,0.31,3.83,4.99,0
2005-08-05,23.09,31.288,5.87,0.26,0.06,1.38,3.23,0
2005-08-05,24.93,31.69,,,,,,0
2005-08-05,24.24,30.69,5.78,0.28,0.01,1.31,1.92,0
2005-08-05,25.43,31.374,,,,,,0
2005-08-05,26.05,31.545,5.26,0.28,0.08,0.92,1.97,0
2005-08-05,26.85,31.407,4.92,0.47,0.13,1.04,1.77,0
2005-08-05,27.32,32.132,7.02,,,,,0
2005-08-06,27.15,32.085,4.89,0.55,0.15,0.93,1.42,0
2005-08-06,27.15,31.711,,,,,,0
2005-08-06,26.66,31.558000000000003,5.17,0.36,0.15,1.33,1.94,0
2005-08-06,26.36,31.81,4.82,0.28,0.08,1.36,2.34,0
2005-08-06,26.76,31.854,5.19,0.28,0.07,1.22,2.2,0
2005-08-06,26.21,31.678,,,,,,0
2005-08-06,25.69,32.042,5.1,0.25,0.13,1.96,4.7,0
2005-08-06,23.66,30.64,,,,,,0
2005-08-06,24.01,30.174,5.7,0.37,0.2,2.22,9.84,0
2005-08-08,28.61,29.864,4.85,0.31,0.21,5.4,8.0,1
2005-08-08,28.27,30.204,5.02,,,,,1
2005-08-08,27.36,30.698,5.62,0.45,0.21,8.83,10.1,1
2005-08-08,25.44,31.491,7.26,,,,,1
2005-08-09,28.9,32.47,8.24,0.28,0.2,0.82,1.02,0
2005-08-09,24.68,31.834,5.57,0.1,0.65,12.19,13.15,0
2005-08-09,26.01,31.392,5.63,,,,,0
2005-08-09,24.67,32.033,5.72,,,,,0
2005-08-09,28.39,30.52,7.42,0.55,0.47,1.97,2.7,0
2005-08-09,24.75,30.238000000000003,4.82,,,,,0
2005-08-09,27.9,30.32800000000001,4.7,0.19,0.51,5.39,8.84,0
2005-08-09,28.43,30.37,6.31,0.19,0.11,6.89,2.49,0
2005-08-09,27.95,30.186,5.02,,,,,0
2005-08-09,27.72,30.22,7.54,0.18,0.1,1.53,3.33,0
2005-08-09,29.01,29.868,5.42,,,,,0
2005-08-09,28.67,30.103,5.55,2.17,0.23,3.67,6.78,0
2005-08-09,27.83,30.36,6.6,0.33,0.25,2.08,3.59,0
2005-08-09,27.02,30.412,5.58,,,,,0
2005-08-09,27.5,30.53,7.46,0.27,0.19,3.04,5.2,0
2005-08-09,27.4,30.03,7.09,,,,,0
2005-08-09,27.15,31.114,5.36,0.13,0.26,3.89,7.79,0
2005-08-09,26.36,30.964,5.2,,,,,0
2005-08-09,15.06,33.359,6.94,0.05,0.18,1.57,3.21,0
2005-08-09,25.05,32.12,5.49,0.12,0.2,0.9,11.14,0
2005-08-09,27.4,30.03,7.09,,,,,0
2005-08-09,20.76,32.794000000000004,5.35,,,,,0
2005-08-10,24.85,26.923,5.42,,,,,0
2005-08-10,21.14,32.551,5.67,0.11,0.11,0.83,8.59,0
2005-08-10,24.97,32.214,5.06,,,,,0
2005-08-10,27.15,29.98,7.01,0.32,0.24,3.67,1.49,0
2005-08-10,24.64,32.032,5.35,,,,,0
2005-08-10,26.41,32.421,5.43,,,,,0
2005-08-10,25.68,31.396,5.66,0.05,0.28,7.47,9.8,0
2005-08-10,27.13,29.41,6.43,,,,,0
2005-08-10,25.68,31.396,5.66,0.05,0.28,7.47,9.8,0
2005-08-10,27.86,30.737,5.82,,,,,0
2005-08-10,27.3,30.966,4.63,0.03,0.47,4.44,5.68,0
2005-08-10,27.3,30.966,4.63,0.03,0.47,4.44,5.68,0
2005-08-10,26.83,32.196,4.51,,,,,0
2005-08-10,27.41,28.82,7.01,0.46,0.38,4.46,1.15,0
2005-08-10,27.71,29.118,4.67,,,,,0
2005-08-10,24.14,32.076,5.21,0.03,0.1,0.98,8.66,0
2005-08-10,27.6,29.167,4.77,0.07,0.38,6.39,6.29,0
2005-08-10,20.58,32.714,5.91,,,,,0
2005-08-10,19.65,33.101,6.21,0.06,0.05,0.82,1.99,0
2005-08-10,19.48,33.706,6.24,,,,,0
2005-08-10,25.47,31.35,7.21,0.55,0.47,4.0,1.52,0
2005-08-10,19.2,33.666,,,,,,0
2005-08-10,25.62,31.167,7.83,0.48,0.4,5.72,7.75,0
2005-08-10,26.41,31.448,,0.45,0.37,3.35,0.76,0
2005-08-10,27.42,31.239,6.84,0.29,0.2,0.88,0.93,0
2005-08-10,27.88,29.841,5.28,0.26,0.18,2.65,1.13,0
2005-08-10,27.85,30.353,5.15,0.21,0.13,1.02,2.78,0
2005-08-11,28.18,30.866,6.76,0.3,0.22,0.43,2.69,0
2005-08-11,28.16,31.868,6.18,0.17,0.08,1.07,1.26,0
2005-08-11,28.34,32.973,6.06,0.22,0.14,2.31,1.36,0
2005-08-11,28.59,33.028,6.76,0.38,0.3,3.17,1.44,0
2005-08-11,28.91,32.681,8.37,0.18,0.1,2.19,1.2,0
2005-08-11,29.11,33.36,6.27,0.35,0.27,1.48,1.35,0
2005-08-11,29.26,32.571,7.13,0.74,0.66,6.04,1.06,0
2005-08-11,29.11,32.912,7.46,,,,,0
2005-08-11,28.96,33.207,7.05,0.22,0.14,0.51,,0
2005-08-11,27.51,32.33,6.55,,,,,0
2005-08-12,27.39,32.9,6.6,0.3,0.22,1.08,1.49,0
2005-08-12,27.66,31.024,6.97,,,,,0
2005-08-12,27.04,31.544,6.88,0.3,0.22,0.43,2.54,0
2005-08-12,27.4,33.087,6.43,,,,,0
2005-08-12,27.75,29.664,4.65,0.03,0.99,2.71,5.54,0
2005-08-12,28.33,29.616,4.72,,,,,0
2005-08-12,26.5,31.919,7.42,0.47,0.39,2.66,0.9,0
2005-08-12,28.73,29.53,4.76,0.03,1.13,0.47,7.43,0
2005-08-12,27.11,31.439,7.09,0.4,0.32,1.85,1.08,0
2005-08-12,28.88,29.914,4.72,,,,,0
2005-08-12,22.51,33.645,,,,,,0
2005-08-12,22.13,33.339,5.23,,,,,0
2005-08-12,21.9,33.601,5.33,0.04,0.08,0.81,1.86,0
2005-08-12,21.9,33.601,5.33,0.04,0.08,0.81,1.86,0
2005-08-12,19.29,33.609,6.34,,,,,0
2005-08-12,19.79,33.638000000000005,5.28,0.07,0.03,0.71,6.24,0
2005-08-12,29.62,32.493,4.63,0.13,0.28,4.88,3.09,0
2005-08-12,20.71,32.673,6.16,,,,,0
2005-08-12,29.24,30.644,4.68,,,,,0
2005-08-12,23.31,32.273,4.93,0.14,0.18,0.5,5.97,0
2005-08-12,29.01,29.705,4.67,0.13,0.25,6.56,7.96,0
2005-08-12,28.64,29.514,4.64,,,,,0
2005-08-12,25.66,33.657,4.33,,,,,0
2005-08-12,28.83,29.541,4.56,0.1,0.34,4.47,6.74,0
2005-08-13,28.51,29.463,4.72,,,,,0
2005-08-13,26.34,33.02,4.96,0.05,0.04,0.61,3.88,0
2005-08-13,28.14,29.648000000000003,4.99,0.13,0.37,7.18,4.86,0
2005-08-13,27.49,29.942,5.16,,,,,0
2005-08-13,27.41,30.197,5.26,0.04,0.55,6.01,2.44,0
2005-08-13,26.29,29.617,5.32,,,,,0
2005-08-13,26.38,33.464,4.34,,,,,0
2005-08-13,25.74,31.923,5.03,0.97,0.15,2.86,5.07,0
2005-08-13,25.74,31.923,5.03,0.97,0.15,2.86,5.07,0
2005-08-13,25.51,31.783,5.17,0.26,0.1,1.21,5.2,0
2005-08-13,25.73,33.494,4.6,0.18,0.13,1.06,2.83,0
2005-08-13,26.79,31.824,5.0,0.39,0.08,1.38,4.54,0
2005-08-13,20.08,33.001,5.83,,,,,0
2005-08-13,26.79,31.737,,,,,,0
2005-08-13,24.65,33.011,,,,,,0
2005-08-13,26.68,31.806,4.86,0.27,0.1,2.37,4.19,0
2005-08-13,24.48,33.71,5.56,0.08,0.1,1.22,2.27,0
2005-08-13,26.92,31.882,,,,,,0
2005-08-13,23.87,33.589,4.98,,,,,0
2005-08-13,26.84,31.81,4.73,0.29,0.19,1.83,1.57,0
2005-08-13,26.39,31.253,5.26,,,,,0
2005-08-13,22.62,33.515,,0.08,0.15,1.12,3.17,0
2005-08-13,23.74,33.379,,,,,,0
2005-08-13,23.69,33.357,,,,,,0
2005-08-13,26.32,31.057,5.27,0.26,0.33,6.6,3.09,0
2005-08-13,26.96,32.019,4.8,0.35,0.08,0.9,1.43,0
2005-08-13,27.11,32.031,5.01,0.29,0.12,1.03,1.1,0
2005-08-13,27.72,30.13300000000001,5.2,,,,,0
2005-08-13,27.77,30.05,5.12,0.25,0.21,8.51,4.33,0
2005-08-13,28.34,30.124,5.15,,,,,0
2005-08-13,27.93,30.129,5.01,0.12,0.21,4.64,3.24,0
2005-08-13,28.58,30.215,5.13,,,,,0
2005-08-13,28.79,30.38300000000001,4.93,0.25,0.2,7.16,4.7,0
2005-08-13,27.0,31.642,4.79,0.27,0.16,1.44,2.25,0
2005-08-14,28.67,29.858,5.02,,,,,0
2005-08-14,26.75,31.63,4.72,0.56,0.15,1.0,2.1,0
2005-08-14,26.94,31.807,4.94,0.36,0.12,1.02,2.25,0
2005-08-14,26.67,31.851,,,,,,0
2005-08-14,26.79,31.801,5.04,0.54,0.12,1.01,2.26,0
2005-08-14,27.17,31.608,,,,,,0
2005-08-14,27.38,31.562,4.74,0.27,0.11,1.57,3.09,0
2005-08-14,27.2,31.771,,0.28,0.09,0.63,3.0,0
2005-08-14,27.57,31.977,5.2,0.3,0.09,0.76,4.71,0
2005-08-14,28.72,32.019,4.74,0.3,0.14,0.56,4.51,0
2005-08-14,28.17,31.657,4.8,0.27,0.13,1.06,3.19,0
2005-08-15,27.8,32.106,4.89,0.34,0.58,1.46,2.73,0
2005-08-15,28.42,29.843000000000004,4.77,0.07,0.21,3.62,5.22,0
2005-08-15,27.48,30.581,4.82,,,,,0
2005-08-15,26.22,31.065,4.78,0.16,0.19,2.14,4.98,0
2005-08-15,28.2,31.78,,,,,,0
2005-08-15,25.58,31.532,5.03,,,,,0
2005-08-15,28.38,31.938,4.69,0.29,0.23,1.38,2.96,0
2005-08-15,27.88,31.96,,,,,,0
2005-08-15,27.61,32.036,4.86,0.27,0.14,0.72,2.85,0
2005-08-16,27.7,31.755,4.84,0.29,0.06,1.16,2.59,1
2005-08-16,28.03,32.346,4.93,0.4,0.06,1.58,3.99,1
2005-08-16,27.67,32.306,,,,,,1
2005-08-16,28.08,32.435,4.65,0.87,0.17,2.04,4.17,1
2005-08-16,28.06,32.525,,,,,,1
2005-08-16,27.09,32.539,5.43,0.36,0.09,1.1,4.23,1
2005-08-16,26.05,32.685,,,,,,1
2005-08-16,19.2,33.469,5.04,0.41,0.21,2.78,6.15,1
2005-08-16,23.02,33.111999999999995,,,,,,1
2005-08-18,24.8,33.093,,,,,,0
2005-08-18,24.65,33.011,,,,,,0
2005-08-18,26.1,33.078,5.57,0.02,0.18,1.23,1.58,0
2005-08-18,25.78,33.419000000000004,5.88,,,,,0
2005-08-18,26.23,33.335,5.88,0.03,0.04,0.55,2.66,0
2005-08-18,24.5,33.374,5.87,,,,,0
2005-08-18,27.51,33.02,5.77,0.05,0.03,0.8,2.44,0
2005-08-18,27.57,33.017,5.21,,,,,0
2005-08-26,23.44,33.562,5.62,0.02,0.16,1.35,3.44,0
2005-08-26,22.89,33.692,5.77,,,,,0
2005-08-26,23.08,33.306999999999995,5.42,0.03,0.1,0.57,3.01,0
2005-08-26,24.95,32.733000000000004,5.61,,,,,0
2005-08-27,21.79,33.301,5.61,,,,,0
2005-08-27,22.64,33.073,5.66,0.17,0.18,0.97,1.96,0
2005-08-27,22.64,33.184,5.7,,,,,0
2005-08-27,22.72,33.18,5.64,0.05,0.1,1.29,1.17,0
2005-08-27,23.6,32.928000000000004,5.54,,,,,0
2005-08-27,24.55,32.943000000000005,5.39,0.04,0.04,0.86,2.37,0
2005-08-27,22.37,32.725,5.43,,,,,0
2005-08-27,20.27,33.133,5.66,0.06,0.08,0.78,3.27,0
2005-08-27,20.14,33.736,6.09,,,,,0
2005-08-27,21.91,33.669000000000004,5.84,0.04,0.04,0.58,3.81,0
2005-08-27,23.23,32.104,5.74,,,,,0
2005-08-27,22.87,32.031,,0.02,0.05,0.44,1.66,0
2005-08-27,22.64,32.195,,,,,,0
2005-08-28,22.81,32.176,,0.07,0.2,0.49,1.81,0
2005-08-28,22.18,32.523,5.34,,,,,0
2005-08-28,22.76,32.643,6.16,0.04,0.04,0.52,1.69,0
2005-08-28,22.46,33.131,5.34,,,,,0
2005-08-28,22.62,33.866,5.45,0.16,0.56,3.97,0.14,0
2005-08-28,22.44,33.943000000000005,5.21,,,,,0
2005-08-28,22.54,33.836,5.46,0.16,0.1,0.37,2.15,0
2005-08-28,23.53,33.079,5.84,0.12,0.18,0.43,2.68,0
2005-08-28,21.06,33.001,5.85,,,,,0
2005-08-28,20.42,33.374,5.47,0.13,0.2,0.42,5.36,0
2005-08-28,22.58,33.265,5.33,,,,,0
2005-08-28,22.66,33.895,5.29,0.1,0.2,0.43,3.82,0
2005-08-28,22.76,33.881,5.36,,,,,0
2005-08-28,23.18,33.825,5.41,0.1,0.2,0.53,2.53,0
2005-08-29,22.62,32.281,5.43,,,,,0
2005-08-29,22.5,32.198,5.51,0.13,0.1,1.58,2.45,0
2005-08-29,22.79,32.435,,,,,,0
2005-10-08,16.96,33.548,5.62,,,,,0
2005-10-08,19.4,33.803000000000004,5.8,,,,,0
2005-10-09,20.49,31.757,5.15,0.7,1.28,10.68,7.23,0
2005-10-09,20.21,31.877,,,,,,0
2005-10-09,20.17,32.663000000000004,5.93,0.5,0.35,4.03,7.46,0
2005-10-09,20.17,32.572,,,,,,0
2005-10-09,19.98,32.483000000000004,5.52,0.18,0.12,3.51,5.98,0
2005-10-09,20.5,32.528,,,,,,0
2005-10-09,20.51,32.47,5.45,0.22,0.03,2.17,6.4,0
2005-10-09,20.39,32.087,5.29,,,,,0
2005-10-10,20.61,32.439,5.48,,,,,0
2005-10-10,20.69,32.5,5.56,0.04,0.1,0.75,4.57,0
2005-10-10,20.59,32.556999999999995,,,,,,0
2005-10-10,20.54,32.316,5.79,0.65,0.25,5.47,7.54,0
2005-10-10,20.51,32.586,,,,,,0
2005-10-10,20.38,32.573,5.58,0.24,0.13,4.03,6.78,0
2005-10-10,20.28,32.585,,,,,,0
2005-10-10,20.16,32.483000000000004,7.03,0.26,0.1,1.85,2.6,0
2005-10-10,20.68,32.016,,,,,,0
2005-10-10,20.64,31.935,5.45,0.41,0.42,3.35,6.85,0
2005-10-11,20.81,31.536,6.33,0.4,0.15,2.83,2.99,0
2005-10-11,20.76,32.382,,,,,,0
2005-10-11,20.26,32.486,5.9,0.3,0.09,1.71,1.86,0
2005-10-11,20.26,32.486,5.9,0.3,0.09,1.71,1.86,0
2005-10-11,20.31,32.471,,,,,,0
2005-10-11,20.6,32.373000000000005,5.42,0.29,0.07,1.65,2.81,0
2005-10-11,20.33,32.385,,,,,,0
2005-10-11,20.69,32.242,5.3,0.19,0.05,1.97,5.78,0
2005-10-11,21.08,32.097,,,,,,0
2005-10-11,20.64,32.298,5.15,0.22,0.07,3.27,5.97,0
2005-10-11,20.54,32.339,5.56,,,,,0
2005-10-12,20.98,32.101,5.5,,,,,0
2005-10-12,20.93,32.072,5.33,0.22,0.06,5.94,6.43,0
2005-10-12,20.92,32.109,,,,,,0
2005-10-12,20.8,32.138000000000005,5.2,0.23,0.07,2.68,5.17,0
2005-10-12,20.52,32.183,,,,,,0
2005-10-12,19.48,32.564,5.35,0.4,0.23,9.11,6.93,0
2005-10-12,20.25,32.483000000000004,,,,,,0
2005-10-12,20.74,32.438,5.26,0.66,0.51,15.69,9.56,0
2005-10-12,20.25,32.587,,,,,,0
2005-10-12,20.01,32.427,5.77,0.64,0.28,9.49,7.29,0
2005-10-13,22.5,31.938,4.89,0.44,1.51,5.44,9.98,0
2005-10-13,22.6,32.116,4.63,,,,,0
2005-10-13,22.87,32.058,4.82,0.37,0.67,5.47,10.62,0
2005-10-13,21.96,32.532,,0.17,1.02,6.16,9.3,0
2005-10-13,24.14,33.409,4.94,,,,,0
2005-10-13,18.62,32.717,,,,,,0
2005-10-13,23.71,33.286,,0.08,0.59,3.34,7.18,0
2005-10-13,21.59,32.077,5.59,0.24,0.04,2.23,3.9,0
2005-10-13,22.8,32.342,4.89,0.11,0.56,5.56,14.2,0
2005-10-13,23.97,33.619,5.39,,,,,0
2005-10-13,21.31,32.204,,,,,,0
2005-10-13,23.78,32.348,5.12,,,,,0
2005-10-13,22.21,31.696,5.51,0.11,0.58,4.64,10.43,0
2005-10-13,21.71,32.153,5.28,0.36,0.04,2.3,4.12,0
2005-10-13,21.99,31.692,5.05,,,,,0
2005-10-13,21.21,32.234,5.52,,,,,0
