Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2002-06-22,22.95,31.913,5.36,0.02,0.03,2.64,11.78,0.1096
2002-06-22,23.6,31.479,5.28,0.05,0.03,2.42,14.52,0.1357
2002-06-26,20.29,32.278,5.67,0.05,0.06,2.62,14.52,0.0438
2002-06-26,18.16,32.861999999999995,5.47,0.12,0.24,5.63,12.59,0.0182
2002-08-01,22.43,32.285,6.26,0.26,0.49,7.11,7.66,0.0761
2002-08-01,23.95,32.711,4.87,0.1,0.09,2.47,5.41,0.158
2002-08-01,25.23,32.989000000000004,4.86,0.1,0.06,3.6,4.14,0.2105
2002-08-01,24.31,32.825,5.02,0.08,0.05,3.37,4.34,0.1661
2002-08-01,24.04,32.296,5.08,0.16,0.06,3.36,6.51,0.1603
2002-08-01,24.89,32.859,4.84,0.41,0.07,3.51,4.64,0.213
2002-08-02,24.96,33.671,4.9,0.06,0.07,3.48,4.47,0.1811
2002-08-02,25.33,32.993,4.81,0.03,0.22,6.67,4.23,0.18
2002-08-02,24.42,32.114000000000004,5.3,0.12,0.24,7.95,9.69,0.1311
2002-08-02,23.85,32.244,5.31,0.11,0.29,6.2,6.89,0.1254
2002-08-02,24.44,31.675,5.26,0.01,0.07,3.22,8.54,0.1757
2002-08-02,24.49,32.568000000000005,5.1,0.03,0.09,3.29,6.95,0.1688
2002-08-03,26.28,33.361999999999995,4.78,0.1,0.26,3.66,4.03,0.2636
2002-08-03,25.38,32.67,5.26,0.05,0.1,4.2,5.28,0.2084
2002-08-03,28.18,34.376,4.72,0.2,0.13,3.16,4.67,0.3906
2002-08-03,26.82,33.287,4.9,0.03,0.13,2.49,4.41,0.3107
2002-08-03,27.5,32.268,5.21,0.12,0.1,4.41,5.64,0.3609
2002-08-03,28.14,30.747,4.58,0.04,0.08,3.78,8.05,0.454
2002-08-04,28.54,29.495,4.45,0.02,0.18,5.84,6.41,0.498
2002-08-04,27.32,30.23,4.58,0.03,0.08,4.36,7.33,0.3958
2002-08-04,27.3,30.154,4.79,0.05,0.12,2.12,5.85,0.4356
2002-08-04,26.34,30.9,5.08,0.01,0.12,4.29,6.36,0.3015
2002-08-09,24.78,30.500999999999998,4.94,0.07,0.35,2.12,6.73,0.2363
2002-08-09,20.58,31.482,5.04,0.39,0.66,5.17,5.06,0.06
2002-08-09,21.36,31.488000000000003,4.6,0.14,0.2,6.22,7.19,0.0667
2002-08-09,23.98,31.618000000000002,5.03,0.24,0.06,1.17,5.12,0.1976
2002-08-09,25.37,31.625999999999998,4.72,0.28,0.1,0.2,3.64,0.3052
2002-08-09,24.59,31.745,4.77,0.28,0.11,1.46,2.81,0.2383
2002-08-09,25.1,31.523000000000003,4.77,0.39,0.16,0.12,5.23,0.2908
2002-08-09,25.81,31.783,4.67,0.32,0.17,0.44,1.45,0.3419
2002-08-10,25.7,31.799,4.84,0.39,0.05,0.25,3.0,0.3352
2002-08-10,24.56,31.498,4.89,0.37,0.05,0.62,6.06,0.2458
2002-08-10,24.35,31.31900000000001,4.55,0.57,0.56,1.83,9.04,0.2234
2002-08-13,18.71,32.68,4.66,0.36,0.31,3.94,6.85,0.031
2002-08-13,24.33,30.625999999999998,4.68,0.46,0.24,3.87,9.4,0.2092
2002-08-13,20.88,33.35,4.65,0.35,0.36,3.63,6.02,0.059
2002-08-13,24.58,31.398000000000003,5.08,0.92,0.07,0.61,4.0,0.2962
2002-08-13,22.4,32.97,4.54,0.45,0.32,3.86,4.56,0.1036
2002-08-13,25.07,31.596999999999998,4.77,0.47,0.12,0.94,9.59,0.2667
2002-08-13,25.74,31.951999999999998,4.74,0.43,0.04,1.2,13.01,0.285
2002-08-13,21.64,32.36,5.54,0.69,0.2,3.26,4.34,0.0955
2002-08-13,25.65,31.695,4.8,0.38,0.05,0.98,11.51,0.2892
2002-08-13,23.14,32.85,4.43,0.24,0.34,2.74,3.83,0.1313
2002-08-14,22.5,32.51,4.7,0.25,0.21,3.88,4.44,0.1048
2002-08-14,25.4,31.956,4.93,0.51,0.16,0.7,1.53,0.3166
2002-08-14,24.79,31.642,4.93,0.49,0.08,0.43,3.22,0.2782
2002-08-14,21.7,32.79,4.71,0.33,0.44,3.4,5.81,0.0811
2002-08-14,23.81,31.354,5.42,0.5,0.08,1.15,4.99,0.2067
2002-08-14,21.63,33.1,4.7,0.27,0.35,3.7,7.0,0.0728
2002-08-14,26.98,30.25,4.93,0.77,0.57,2.17,2.75,0.4782
2002-08-14,22.12,31.976999999999997,4.73,0.98,0.24,6.64,16.48,0.0879
2002-08-14,19.16,32.73,4.93,0.35,0.34,4.82,6.35,0.0335
2002-08-14,27.92,29.76,4.77,0.56,0.44,2.34,2.59,0.5533
2002-08-14,27.89,30.31,4.93,0.49,0.43,0.56,3.43,0.5498
2002-08-14,27.61,28.56,5.55,0.4,0.38,0.89,2.16,0.5636
2002-08-14,27.36,29.17,5.86,0.24,0.44,2.76,4.09,0.4671
2002-08-15,26.89,29.76,5.22,0.22,0.64,3.29,3.91,0.4066
2002-08-15,26.99,26.92,5.9,0.7,0.81,2.24,3.6,0.549
2002-08-15,26.6,27.26,5.62,0.61,0.18,2.1,2.18,0.5217
2002-08-15,26.87,28.33,5.86,0.53,0.81,0.13,19.65,0.438
2002-08-15,27.08,28.38,5.45,0.25,0.8,1.32,1.85,0.4996
2002-08-15,27.56,29.11,5.02,0.24,0.11,2.96,2.2,0.5075
2002-08-15,26.94,31.68,5.02,0.09,0.07,1.37,2.42,0.392
2002-08-15,27.57,32.27,5.55,0.08,0.18,1.24,2.84,0.4169
2002-08-15,27.14,32.28,4.49,0.06,0.17,12.24,6.07,0.2353
2002-08-15,27.13,32.22,4.87,0.07,0.11,0.34,6.78,0.3865
2002-08-16,27.01,28.88,5.74,0.1,0.09,3.35,2.44,0.4399
2002-08-16,26.73,27.72,5.08,0.04,0.16,3.06,4.0,0.4487
2002-08-16,26.52,25.31,5.15,0.11,0.28,7.17,5.07,0.4372
2002-08-16,26.19,21.65,6.04,0.38,0.27,3.89,4.2,0.5859
2002-08-16,20.23,32.75,4.68,0.42,0.29,2.08,6.89,0.057
2002-08-16,26.16,22.82,6.18,0.38,0.2,4.25,5.86,0.5358
2002-08-16,21.68,32.26,4.68,0.42,0.22,2.62,5.59,0.0938
2002-08-16,19.04,31.996,5.55,0.65,0.36,2.11,11.12,0.0408
2002-08-16,22.15,32.56,4.69,0.34,0.18,2.54,5.64,0.1024
2002-08-16,23.8,31.603,4.92,0.56,0.12,0.79,2.5,0.2204
2002-08-16,24.48,31.329,4.96,0.51,0.18,0.41,3.76,0.263
2002-08-16,23.11,32.99,4.44,0.37,0.17,2.7,5.49,0.1319
2002-08-16,23.42,33.12,4.31,0.26,0.13,2.93,5.21,0.1373
2002-08-17,23.63,30.783,4.9,0.64,0.06,0.49,6.55,0.2231
2002-08-17,22.43,32.47,4.16,0.37,0.24,3.87,6.39,0.1061
2002-08-17,20.16,31.763,5.52,0.61,0.03,1.13,9.18,0.066
2002-08-17,24.74,28.403000000000002,4.88,0.4,0.25,1.19,5.52,0.3265
2002-08-17,22.41,32.34,3.81,0.36,0.22,2.34,6.05,0.1185
2002-08-17,25.23,28.256,5.05,0.16,0.33,1.05,5.54,0.3454
2002-08-17,20.54,31.85,4.68,0.31,0.3,4.2,6.05,0.0598
2002-08-17,22.32,33.99,4.15,0.49,0.39,3.76,6.86,0.09
2002-08-18,23.19,31.85,4.18,0.45,0.23,2.96,6.84,0.151
2002-08-18,22.45,31.78,4.13,0.51,0.22,2.96,7.25,0.1248
2002-08-21,22.92,32.08,4.09,0.2,0.36,3.11,6.29,0.1254
2002-08-21,22.89,31.98,4.09,0.28,0.33,2.34,6.02,0.1353
2002-08-21,24.3,33.0,4.17,0.34,0.12,2.82,5.96,0.1824
2002-08-21,24.24,33.61,4.15,0.23,0.11,2.76,3.99,0.1694
2002-08-22,22.56,31.93,4.13,0.49,0.43,3.15,3.31,0.1316
2002-08-22,22.76,32.19,4.12,0.26,0.1,3.48,5.91,0.1209
2002-08-22,22.27,31.9,4.07,0.27,0.36,3.66,5.55,0.1062
2002-10-08,20.64,31.206,4.96,0.36,0.48,7.37,12.92,0.0483
2002-10-08,22.39,30.874000000000002,5.23,0.12,0.14,2.78,3.82,0.1214
2002-10-08,22.08,30.889,5.12,0.07,0.14,2.66,3.89,0.1099
2002-10-09,19.41,31.809,5.21,0.39,0.23,0.16,3.79,0.0561
2002-10-09,19.32,31.928,5.32,0.24,0.09,0.29,1.35,0.0531
2002-10-09,21.11,32.03,5.33,0.42,0.15,0.21,5.21,0.091
2002-10-09,19.94,31.962,5.39,0.2,0.22,1.26,3.73,0.0567
2002-10-10,20.06,31.750999999999998,5.44,0.22,0.13,0.86,4.64,0.0613
2002-10-10,19.39,31.566,5.28,0.37,0.46,2.07,7.07,0.047
2002-10-10,19.96,32.258,4.52,0.38,0.79,9.05,16.77,0.0292
2002-10-10,19.6,31.575,5.14,0.51,0.36,1.79,7.85,0.0536
2002-10-10,21.4,31.024,5.04,0.1,0.25,3.27,6.09,0.0826
2002-10-10,21.51,31.379,5.37,0.06,0.2,4.36,4.2,0.0779
2002-10-10,20.99,31.612,5.48,0.09,0.33,8.16,8.18,0.048
2002-10-10,24.31,33.084,4.92,0.08,0.11,2.79,8.04,0.1573
2002-10-10,23.98,32.647,5.02,0.06,0.11,1.98,5.89,0.16
2002-10-11,20.33,30.809,5.48,0.16,0.35,3.86,9.34,0.055
2002-10-11,22.5,31.39,5.04,0.09,0.14,3.79,8.85,0.103
2002-10-11,23.17,32.898,4.96,0.08,0.17,3.82,6.11,0.1121
2002-10-11,20.02,31.229,4.88,0.54,0.68,2.55,6.53,0.0623
2002-10-11,23.25,33.053000000000004,5.29,0.09,0.16,3.87,6.87,0.11
2002-10-11,20.89,31.318,5.23,0.15,0.27,0.83,3.91,0.0824
2002-10-11,20.99,30.962,5.24,0.18,0.23,1.31,3.74,0.0872
2002-10-11,21.11,31.084,5.29,0.2,0.17,0.85,4.78,0.0908
2002-10-12,20.91,31.425,5.3,0.14,0.17,1.53,2.89,0.0802
2002-10-12,21.12,31.19,5.15,0.22,0.19,0.82,3.43,0.0934
2002-10-12,20.43,31.105,5.22,0.18,0.19,0.82,2.95,0.0757
2002-10-12,19.83,31.131999999999998,5.16,1.02,0.32,10.19,12.57,0.0407
2002-10-13,23.99,33.302,5.05,0.11,0.11,3.77,5.9,0.1388
2002-10-13,24.67,33.603,4.88,0.08,0.11,1.87,6.95,0.1766
2002-10-13,24.55,32.973,4.95,0.15,0.12,2.83,6.56,0.1772
2002-10-13,24.29,32.875,4.83,0.18,0.2,8.68,9.02,0.1183
2002-10-13,22.96,31.662,4.92,0.25,0.19,6.72,9.58,0.1019
2002-10-14,22.78,31.445,5.24,0.13,0.21,4.95,9.03,0.1041
2002-10-14,21.79,30.721999999999998,5.23,0.11,0.17,5.59,8.34,0.0811
2002-10-14,23.01,31.79,5.26,0.13,0.17,7.83,9.36,0.0912
2002-10-14,23.58,31.874000000000002,5.32,0.18,0.23,7.83,10.26,0.1067
2002-10-14,22.47,31.105999999999998,5.76,0.13,0.09,3.77,5.8,0.1093
2002-10-14,18.85,31.555999999999997,5.81,0.3,0.25,4.02,5.01,0.0353
2002-10-16,20.23,31.531,5.47,0.22,0.23,1.45,3.02,0.0654
2002-10-16,20.77,31.355,5.28,0.12,0.27,0.74,1.7,0.0816
2002-10-16,21.56,31.06,5.24,0.21,0.25,1.38,4.02,0.1025
2002-10-17,19.64,31.548000000000002,5.34,0.26,0.18,2.85,2.84,0.0514
2002-10-17,21.24,31.211,5.12,0.22,0.25,1.33,2.56,0.0951
2002-10-17,21.53,31.478,6.15,0.15,0.2,0.92,7.11,0.0892
2002-10-17,22.69,32.143,5.49,0.14,0.28,7.01,9.1,0.0826
2002-10-17,20.34,31.612,5.5,0.23,0.32,7.76,8.83,0.0415
2002-10-17,18.88,32.68,4.99,0.27,0.27,4.86,7.81,0.0291
2002-10-17,18.67,32.85,5.05,0.27,0.27,4.63,6.82,0.0274
2002-10-18,18.9,32.41,5.28,0.25,0.24,3.14,8.63,0.0323
2002-10-18,21.99,32.66,4.59,0.25,0.28,3.12,3.81,0.0934
2002-10-18,21.04,32.96,4.67,0.31,0.84,2.64,4.69,0.067
2002-10-18,20.32,32.94,4.91,0.29,0.22,2.51,0.05,0.0601
2002-10-18,22.64,33.07,4.44,0.49,0.14,2.87,4.26,0.1203
2002-10-23,18.2,32.17,4.44,0.34,0.52,3.64,7.28,0.0278
2002-10-23,17.01,33.0,4.54,0.36,0.33,3.99,6.88,0.0172
2002-10-23,17.38,32.89,4.84,0.46,0.24,3.72,7.84,0.0202
2002-10-25,17.06,32.35,4.73,0.41,0.43,5.45,8.86,0.0166
2002-10-25,16.78,33.06,4.08,0.29,0.16,4.74,8.8,0.0147
2002-10-25,19.96,33.13,4.68,0.49,0.24,3.77,5.77,0.0477
2002-10-25,18.01,32.78,3.91,0.43,0.2,2.71,6.65,0.0283
2002-10-26,19.07,33.07,4.21,0.48,0.2,2.83,6.93,0.0382
2002-10-26,18.93,33.1,4.76,0.46,0.14,2.29,5.99,0.0372
2002-10-30,17.81,33.32,4.01,0.4,0.27,2.8,6.86,0.0242
2002-10-30,20.59,33.58,4.48,0.5,0.31,3.04,6.2,0.0578
2002-10-30,19.65,33.21,4.1,0.37,0.42,6.79,8.18,0.0332
2002-10-30,19.42,33.21,4.07,0.36,0.3,3.99,4.62,0.0392
2002-10-31,20.55,33.58,4.53,0.51,0.19,2.89,4.79,0.0596
2002-10-31,17.69,33.15,4.55,0.35,0.14,3.07,7.24,0.0224
2002-10-31,19.42,33.41,4.25,0.3,0.48,2.45,4.66,0.0402
2002-10-31,20.25,33.24,4.2,0.38,0.41,4.21,7.97,0.047
2002-10-31,19.98,33.02,4.26,0.4,0.42,5.79,6.73,0.0413
2002-10-31,13.13,34.049,5.23,0.5,0.34,10.13,10.94,0.0027
2002-11-05,20.49,32.769,5.65,1.17,0.66,5.95,14.82,0.052
2002-11-05,20.76,32.945,5.6,1.02,0.51,3.77,10.68,0.0651
2002-11-05,21.25,32.599000000000004,5.52,0.85,0.68,4.2,13.3,0.0686
2002-11-05,21.76,33.065,5.05,0.57,1.02,2.42,13.71,0.076
2002-11-05,16.33,32.51,3.95,0.38,0.31,4.11,6.59,0.0151
2002-11-05,21.62,33.36,5.19,0.67,0.89,5.0,10.94,0.0662
2002-11-05,19.63,33.55,4.1,0.24,0.4,4.1,5.64,0.0374
2002-11-05,21.9,32.827,4.96,0.52,0.62,3.52,10.42,0.0821
2002-11-06,19.72,33.46,4.37,0.37,0.2,4.32,5.26,0.0405
2002-11-06,22.52,34.101,4.78,0.54,0.56,2.83,8.13,0.0953
2002-11-06,19.72,33.46,4.37,0.37,0.2,4.32,5.26,0.0405
2002-11-06,22.07,33.988,4.99,0.55,0.6,1.88,9.14,0.0865
2002-11-06,16.57,32.72,4.35,0.42,0.23,4.99,6.21,0.0152
2002-11-06,21.04,33.672,4.57,0.79,0.7,3.94,16.34,0.056
2002-11-06,20.9,32.698,4.8,0.78,1.16,5.98,15.21,0.0517
2002-11-06,20.4,32.384,5.05,0.72,0.5,4.06,12.89,0.054
2002-11-06,20.44,33.107,5.32,1.05,0.25,4.54,11.57,0.0567
2002-11-06,20.13,32.782,5.18,1.83,0.28,6.25,18.28,0.0567
2002-11-06,19.53,32.562,5.44,1.86,0.41,8.55,24.42,0.0371
2002-11-06,19.95,33.126999999999995,5.45,1.52,0.41,8.98,22.02,0.0358
2002-11-07,20.17,32.586999999999996,5.23,1.32,0.99,4.34,18.98,0.0514
2002-11-07,20.17,32.45,5.18,0.46,1.67,3.65,13.13,0.0425
2002-11-07,20.47,32.786,5.37,0.43,1.61,3.58,11.16,0.0462
2002-11-07,22.55,34.266999999999996,5.19,0.13,0.14,0.78,3.46,0.1008
2002-11-07,22.49,34.292,5.31,0.11,0.3,1.03,3.14,0.0957
2002-12-03,15.71,34.181999999999995,5.48,0.4,0.35,13.46,8.62,0.0051
2002-12-03,16.49,33.723,5.49,0.2,0.29,10.0,8.54,0.0081
2002-12-04,15.84,33.854,5.86,0.15,0.78,9.97,5.96,0.0063
2002-12-04,15.08,33.757,5.35,0.56,0.45,9.42,9.23,0.0059
2002-12-04,13.41,33.375,5.74,0.39,0.44,9.64,7.5,0.0033
2002-12-05,19.54,34.08,5.21,0.39,0.43,8.1,4.26,0.0276
2002-12-05,19.57,34.193000000000005,4.84,0.38,0.5,7.8,4.89,0.0279
2002-12-05,14.89,33.357,5.31,0.28,0.49,9.81,4.31,0.0056
2002-12-05,16.1,33.657,5.22,0.5,0.39,9.09,6.93,0.0088
2002-12-05,11.92,32.889,6.02,0.68,0.6,9.48,11.34,0.0022
2002-12-05,17.61,33.65,6.02,0.31,0.66,6.28,6.15,0.0153
2002-12-05,19.49,34.059,5.38,0.2,0.6,6.85,6.47,0.0257
2002-12-11,18.83,34.265,5.26,0.33,0.53,6.27,5.76,0.0226
2002-12-11,19.39,34.402,5.44,0.48,0.8,6.26,3.65,0.0285
2002-12-11,19.35,34.243,5.4,0.22,0.61,5.64,4.55,0.027
2002-12-11,18.98,33.803000000000004,5.19,0.27,1.27,6.69,5.38,0.0229
2002-12-11,18.45,33.842,5.46,0.25,0.54,5.65,7.8,0.0201
2002-12-12,17.73,33.606,5.67,0.27,0.63,7.84,11.83,0.0131
2002-12-12,15.79,32.733000000000004,5.62,0.24,0.49,13.25,14.71,0.0052
2002-12-12,15.73,33.111999999999995,5.69,0.21,0.62,10.89,10.82,0.0059
2002-12-12,15.85,33.325,5.32,0.24,0.66,15.59,14.31,0.0043
2002-12-12,17.5,33.507,5.38,0.27,0.89,16.12,10.36,0.0076
2002-12-12,15.76,33.298,5.39,0.23,0.93,15.59,12.01,0.0043
2002-12-12,13.4,32.747,5.96,0.43,0.75,16.99,15.99,0.0019
2002-12-14,16.16,34.09,4.44,0.44,0.38,6.63,11.11,0.0093
2002-12-14,17.24,34.21,4.47,0.35,0.19,5.48,10.55,0.0139
2002-12-14,16.07,33.9,4.44,0.45,0.36,5.4,8.15,0.0106
2002-12-14,15.35,33.3,4.37,0.3,0.42,6.62,10.52,0.0075
2002-12-15,13.64,33.88,4.66,0.33,0.32,5.43,10.95,0.0042
2002-12-15,13.64,33.9,4.57,0.32,0.29,4.44,9.13,0.0047
2002-12-15,15.43,33.85,4.42,0.39,0.16,4.41,8.54,0.009
2002-12-15,15.43,33.85,4.42,0.39,0.16,4.41,8.54,0.009
2002-12-15,13.71,33.91,4.52,0.21,0.18,4.34,9.11,0.0047
2002-12-15,15.37,34.01,4.8,0.33,0.16,3.66,8.5,0.0087
2002-12-15,15.69,33.9,4.43,0.36,0.21,5.34,7.93,0.0092
2002-12-15,15.54,34.04,4.5,0.44,0.29,6.43,9.29,0.008
2002-12-18,12.65,32.919000000000004,6.03,0.81,0.21,13.52,16.15,0.0021
2002-12-18,11.33,32.602,5.6,0.91,0.27,13.21,13.98,0.0016
2002-12-20,15.36,34.07,4.77,0.28,0.35,4.34,9.52,0.0079
2002-12-20,12.67,33.86,4.78,0.34,0.33,4.24,9.2,0.0034
2002-12-20,12.05,33.77,4.88,0.33,0.24,3.82,9.72,0.0029
2002-12-20,14.19,33.76,4.56,0.3,0.17,3.84,7.44,0.0061
2002-12-21,12.05,33.8,4.7,0.33,0.18,3.39,8.07,0.0031
2002-12-21,14.69,34.1,4.63,0.29,0.12,3.98,10.44,0.0065
2002-12-21,12.76,33.7,4.71,0.32,0.28,2.9,9.16,0.0039
2002-12-21,12.76,33.7,4.71,0.32,0.28,2.9,9.16,0.0039
2002-12-21,11.74,32.871,5.85,1.15,0.37,9.57,11.37,0.0025
2002-12-21,13.82,33.95,5.26,0.45,0.36,5.41,12.53,0.0044
2002-12-21,11.71,32.68,6.15,0.44,0.44,8.9,9.34,0.0021
2002-12-21,7.72,33.59,5.28,0.4,0.31,6.91,8.07,0.0006
2002-12-28,10.84,32.332,7.14,0.75,0.66,25.73,12.2,0.0006
2002-12-28,6.65,33.52,5.79,0.35,0.34,5.16,7.76,0.0004
2002-12-28,6.6,33.55,5.81,0.35,0.34,5.39,8.78,0.0004
2002-12-28,6.65,33.52,5.79,0.35,0.34,5.16,7.76,0.0004
2002-12-28,9.41,33.85,5.38,0.38,0.25,4.42,11.39,0.0011
2002-12-28,13.04,33.98,4.84,0.42,0.37,6.2,12.59,0.0032
2002-12-28,10.95,32.295,6.24,0.55,0.38,7.84,9.81,0.0018
2002-12-28,10.97,32.705999999999996,6.58,0.78,0.16,10.24,13.06,0.0016
2002-12-30,8.71,32.188,7.0,0.67,0.18,11.37,11.9,0.0007
2002-12-30,9.44,32.211,7.05,0.77,0.08,10.2,12.36,0.001
2002-12-30,9.22,32.289,6.43,0.64,0.15,9.83,11.19,0.0009
2002-12-30,9.35,32.223,6.72,0.54,0.14,7.52,10.05,0.0011
2002-12-30,9.32,32.260999999999996,6.9,0.65,0.47,6.94,9.16,0.0012
2002-12-30,8.96,32.265,6.73,0.51,0.38,7.16,9.89,0.001
2002-12-30,8.96,32.265,6.73,0.51,0.38,7.16,9.89,0.001
2002-12-31,9.14,32.247,6.72,0.69,0.17,9.37,10.03,0.001
2002-12-31,9.05,32.118,6.76,0.43,0.32,5.72,6.6,0.0011
2002-12-31,7.96,31.991,7.18,0.66,0.06,6.66,7.6,0.0008
2002-12-31,9.14,32.247,6.72,0.69,0.17,9.37,10.03,0.001
2002-12-31,7.23,31.899,7.17,0.54,0.2,8.61,9.53,0.0005
2002-12-31,8.86,32.116,6.82,0.54,0.2,5.42,6.99,0.0011
2002-12-31,8.17,32.097,6.79,0.53,0.18,4.62,5.68,0.001
2002-12-31,8.5,32.33,6.61,0.44,0.2,3.67,6.53,0.0011
2002-12-31,9.13,32.287,6.9,0.63,0.54,5.08,8.44,0.0012
2002-12-31,9.0,32.446,6.93,0.47,0.2,4.85,7.99,0.0011
2002-12-31,7.74,32.145,6.8,0.55,0.22,6.15,4.89,0.0008
2002-12-31,7.85,32.07,6.91,0.47,0.36,0.16,3.73,0.0011
2003-01-01,6.49,31.522,6.98,0.69,0.13,8.87,8.22,0.0005
2003-01-08,5.45,33.77,5.77,0.44,0.39,5.79,8.96,0.0003
2003-01-08,5.68,33.73,5.82,0.32,0.31,4.96,9.46,0.0003
2003-01-08,7.36,33.67,5.43,0.28,0.58,7.64,9.49,0.0004
2003-01-08,10.01,33.53,5.33,0.36,0.32,6.89,8.72,0.0012
2003-01-09,10.68,33.93,4.73,0.41,0.22,6.78,8.21,0.0016
2003-01-09,10.85,33.93,5.08,0.35,0.17,6.19,8.99,0.0017
2003-02-06,11.63,34.047,6.0,0.52,0.32,11.12,12.39,0.0015
2003-02-06,13.01,33.789,5.92,0.46,0.24,6.77,10.59,0.0032
2003-02-06,14.6,34.47,5.93,0.26,0.3,6.35,7.27,0.0051
2003-02-06,12.37,33.934,5.9,0.39,0.27,7.38,11.81,0.0023
2003-02-06,9.93,33.743,6.5,0.56,0.31,8.63,12.06,0.001
2003-02-06,10.32,33.835,6.3,0.41,0.38,5.07,10.94,0.0014
2003-02-06,9.8,33.418,6.37,0.52,0.36,9.7,12.62,0.0009
2003-02-07,11.98,34.08,6.29,0.38,0.34,8.45,11.15,0.0019
2003-02-07,15.49,34.435,5.75,0.26,0.37,6.9,6.4,0.0067
2003-02-07,13.19,34.376999999999995,6.21,0.31,0.23,8.18,8.37,0.0028
2003-02-07,9.94,33.523,6.41,0.4,0.25,9.85,14.96,0.0009
2003-02-07,7.21,33.510999999999996,6.42,0.29,0.24,6.97,11.71,0.0004
2003-02-07,15.64,34.588,5.84,0.22,0.28,8.46,7.45,0.0061
2003-02-09,15.73,34.633,5.65,0.37,0.38,7.11,8.17,0.0071
2003-02-09,15.59,34.397,5.76,0.29,0.36,7.99,7.08,0.0065
2003-02-09,16.32,34.568000000000005,5.59,0.37,0.28,5.96,7.33,0.0096
2003-02-09,16.2,34.533,5.51,0.3,0.31,6.77,7.6,0.0086
2003-02-09,15.18,34.154,5.93,0.41,0.17,8.46,9.6,0.0057
2003-02-09,15.1,34.376999999999995,5.66,0.37,0.14,6.91,9.28,0.006
2003-02-10,14.2,34.159,5.94,0.4,0.11,6.11,9.62,0.0048
2003-02-10,12.31,33.7,6.09,0.52,0.11,6.65,10.68,0.0026
2003-02-10,13.04,33.622,5.76,0.41,0.11,8.75,10.69,0.0029
2003-02-10,13.71,33.856,5.96,0.35,0.21,8.49,9.92,0.0035
2003-02-10,13.96,34.111999999999995,5.84,0.37,0.27,7.01,9.22,0.0041
2003-02-13,15.49,34.055,5.69,0.3,0.35,9.23,6.35,0.0062
2003-02-13,14.03,34.391999999999996,5.61,0.51,0.28,9.8,11.37,0.0035
2003-02-13,12.06,33.023,5.65,0.43,0.27,9.81,13.24,0.002
2003-02-13,9.82,33.330999999999996,6.25,0.58,0.34,8.06,13.8,0.001
2003-02-13,13.48,33.558,6.13,0.31,0.04,8.96,6.58,0.0034
2003-02-13,7.3,33.475,6.92,0.39,0.35,8.26,12.23,0.0004
2003-02-13,10.71,32.78,6.4,0.63,0.14,13.02,11.89,0.0012
2003-02-13,8.1,33.507,6.82,0.39,0.36,8.62,10.35,0.0005
2003-02-13,12.31,34.19,5.57,0.19,0.46,12.45,6.95,0.0017
2003-02-13,9.27,32.45,6.65,0.4,0.34,14.16,10.97,0.0006
2003-02-13,12.33,34.23,5.69,0.21,0.21,14.95,5.43,0.0015
2003-02-13,9.29,32.985,6.51,0.65,0.11,13.88,19.35,0.0006
2003-02-13,9.43,32.044000000000004,6.43,0.56,0.09,19.4,13.65,0.0005
2003-02-14,12.56,34.31,5.59,0.21,0.26,14.04,4.88,0.0017
2003-02-14,11.18,34.03,5.65,0.2,0.34,12.01,6.17,0.0012
2003-02-14,16.73,34.56,5.35,0.48,0.35,9.74,8.48,0.009
2003-02-14,15.57,34.213,5.18,0.39,0.32,8.92,7.63,0.0066
2003-02-14,14.64,33.938,6.26,0.23,0.17,6.57,5.98,0.0054
2003-02-15,12.12,33.475,6.11,0.51,0.18,10.88,10.25,0.002
2003-02-15,8.77,32.318000000000005,6.68,0.42,0.24,11.04,13.48,0.0006
2003-02-15,8.48,31.549,6.85,0.64,0.23,16.72,17.82,0.0004
2003-02-15,8.52,31.695,7.02,0.82,0.3,16.96,17.35,0.0005
2003-02-15,9.91,34.12,5.75,0.24,0.29,12.59,5.97,0.0008
2003-02-15,8.59,32.531,7.02,0.52,0.2,9.97,11.54,0.0007
2003-02-15,11.22,34.15,5.74,0.21,0.2,14.74,5.85,0.001
2003-02-15,9.25,32.865,6.8,0.45,0.03,8.16,11.57,0.0009
2003-02-15,12.1,33.611,6.26,0.47,0.17,9.71,10.03,0.002
2003-02-15,13.81,33.731,6.0,0.13,0.08,6.87,7.65,0.0039
2003-02-15,15.22,34.159,5.69,0.22,0.16,7.28,8.93,0.0059
2003-02-16,16.38,34.589,5.86,0.16,0.69,9.2,7.38,0.0071
2003-02-16,11.48,34.18,5.67,0.23,0.16,14.73,5.35,0.0012
2003-02-16,16.77,34.683,5.69,0.27,0.62,6.09,7.05,0.0103
2003-02-16,10.52,33.94,5.82,0.22,0.21,15.92,5.37,0.0008
2003-02-16,9.57,34.02,5.91,0.2,0.2,12.35,6.86,0.0007
2003-02-24,8.87,33.98,5.95,0.22,0.24,11.94,6.28,0.0006
2003-02-24,9.19,33.8,5.95,0.18,0.28,15.42,4.57,0.0005
2003-02-24,10.58,33.92,5.91,0.17,0.29,13.91,4.66,0.0009
2003-02-25,10.37,33.99,5.9,0.18,0.26,13.53,5.33,0.0009
