Observation Date,Temperature,Salinity,Dissolved Oxygen,Probability
2002-12-03,17.38,33.729,5.4,1.6736
2002-12-03,16.49,33.723,5.49,1.2103
2002-12-04,15.84,33.854,5.86,0.9049
2002-12-04,15.25,33.79,5.58,0.7713
2002-12-04,15.08,33.757,5.35,0.7548
2002-12-04,13.41,33.375,5.74,0.3994
2002-12-04,15.44,33.611999999999995,5.27,0.8716
2002-12-04,18.78,34.059,5.23,2.7587
2002-12-05,19.54,34.08,5.21,3.5868
2002-12-05,19.66,34.257,5.46,3.573
2002-12-05,19.95,34.128,4.44,4.6363
2002-12-05,19.57,34.193000000000005,4.84,3.8241
2002-12-05,18.1,33.846,4.86,2.3301
2002-12-05,14.89,33.357,5.31,0.7204
2002-12-05,14.87,33.563,5.5,0.689
2002-12-05,16.1,33.657,5.22,1.1052
2002-12-05,14.85,33.477,5.73,0.6614
2002-12-05,11.92,32.889,6.02,0.2296
2002-12-05,13.64,33.179,6.18,0.4062
2002-12-05,17.61,33.65,6.02,1.6472
2002-12-05,19.57,34.175,5.68,3.3571
2002-12-05,19.49,34.059,5.38,3.4363
2002-12-11,18.35,34.125,5.45,2.2929
2002-12-11,19.96,34.122,5.31,4.0677
2002-12-11,18.83,34.265,5.26,2.7743
2002-12-11,17.99,33.959,5.35,2.0683
2002-12-11,19.39,34.402,5.44,3.2531
2002-12-11,19.49,34.22,5.38,3.4182
2002-12-11,19.35,34.243,5.4,3.246
2002-12-11,19.24,34.098,5.21,3.2358
2002-12-11,18.98,33.803000000000004,5.19,2.9986
2002-12-11,17.7,33.771,5.58,1.815
2002-12-11,18.45,33.842,5.46,2.3921
2002-12-12,18.02,33.832,5.22,2.1423
2002-12-12,17.73,33.606,5.67,1.818
2002-12-12,17.05,33.324,5.6,1.4652
2002-12-12,15.67,33.007,5.74,0.8943
2002-12-12,15.79,32.733000000000004,5.62,0.9596
2002-12-12,15.41,33.149,5.47,0.8485
2002-12-12,15.73,33.111999999999995,5.69,0.9174
2002-12-12,16.07,33.361,5.38,1.0767
2002-12-12,15.85,33.325,5.32,1.0078
2002-12-12,16.94,33.336,5.29,1.4808
2002-12-12,17.5,33.507,5.38,1.7634
2002-12-12,17.35,33.666,5.34,1.6756
2002-12-12,15.76,33.298,5.39,0.9666
2002-12-12,16.01,33.129,5.29,1.078
2002-12-12,13.4,32.747,5.96,0.3924
2002-12-14,16.16,34.09,4.44,1.2597
2002-12-14,16.34,33.96,4.44,1.3472
2002-12-14,17.24,34.21,4.47,1.8182
2002-12-14,17.49,34.29,4.52,1.9619
2002-12-14,16.47,34.13,4.72,1.3404
2002-12-14,16.07,33.9,4.44,1.2286
2002-12-14,15.68,33.64,4.31,1.1042
2002-12-14,15.35,33.3,4.37,0.9857
2002-12-14,13.95,33.56,4.38,0.5972
2002-12-15,14.0,33.85,4.64,0.5772
2002-12-15,13.64,33.88,4.66,0.5064
2002-12-15,14.86,34.05,4.63,0.7765
2002-12-15,13.64,33.9,4.57,0.5135
2002-12-15,14.97,34.08,4.57,0.814
2002-12-15,15.43,33.85,4.42,0.9872
2002-12-15,15.43,33.85,4.42,0.9872
2002-12-15,16.74,34.19,4.72,1.4697
2002-12-15,13.71,33.91,4.52,0.5303
2002-12-15,15.6,33.83,4.53,1.0301
2002-12-15,15.37,34.01,4.8,0.9047
2002-12-15,15.64,33.92,4.44,1.0565
2002-12-15,15.69,33.9,4.43,1.0776
2002-12-15,15.55,34.09,4.78,0.9641
2002-12-15,15.54,34.04,4.5,1.0064
2002-12-15,14.71,33.89,4.57,0.7479
2002-12-18,12.65,32.919000000000004,6.03,0.2962
2002-12-18,11.33,32.602,5.6,0.2015
2002-12-20,14.96,34.08,4.6,0.8073
2002-12-20,15.36,34.07,4.77,0.9041
2002-12-20,13.78,33.94,4.73,0.525
2002-12-20,12.67,33.86,4.78,0.3534
2002-12-20,12.44,33.69,4.84,0.3246
2002-12-20,12.05,33.77,4.88,0.2804
2002-12-20,14.16,33.91,4.65,0.6083
2002-12-20,14.19,33.76,4.56,0.6269
2002-12-21,12.05,33.8,4.7,0.2883
2002-12-21,14.07,33.96,4.75,0.579
2002-12-21,14.69,34.1,4.63,0.7303
2002-12-21,10.3,33.76,5.22,0.1432
2002-12-21,12.76,33.7,4.71,0.3709
2002-12-21,12.76,33.7,4.71,0.3709
2002-12-21,14.71,33.8,4.49,0.7599
2002-12-21,11.74,32.871,5.85,0.2216
2002-12-21,13.82,33.95,5.26,0.4888
2002-12-21,7.46,33.57,5.63,0.0495
2002-12-21,11.71,32.68,6.15,0.2103
2002-12-21,7.72,33.59,5.28,0.0574
2002-12-21,11.64,32.503,6.48,0.1957
2002-12-28,10.84,32.332,7.14,0.1335
2002-12-28,6.65,33.52,5.79,0.0363
2002-12-28,6.6,33.55,5.81,0.0355
2002-12-28,6.65,33.52,5.79,0.0363
2002-12-28,6.55,33.53,5.67,0.0357
2002-12-28,9.41,33.85,5.38,0.1017
2002-12-28,12.28,33.94,4.92,0.3003
2002-12-28,13.04,33.98,4.84,0.397
2002-12-28,10.89,32.353,6.03,0.1624
2002-12-28,10.95,32.295,6.24,0.1606
2002-12-28,10.97,32.705999999999996,6.58,0.151
2002-12-30,8.71,32.188,7.0,0.0647
2002-12-30,9.44,32.211,7.05,0.083
2002-12-30,9.22,32.289,6.43,0.0846
2002-12-30,9.35,32.223,6.72,0.0847
2002-12-30,9.5,32.257,6.4,0.094
2002-12-30,9.43,32.253,6.55,0.0895
2002-12-30,9.32,32.260999999999996,6.9,0.0813
2002-12-30,8.96,32.265,6.73,0.0736
2002-12-30,8.96,32.265,6.73,0.0736
2002-12-31,9.1,32.324,6.7,0.0776
2002-12-31,9.14,32.247,6.72,0.0786
2002-12-31,9.05,32.118,6.76,0.076
2002-12-31,7.96,31.991,7.18,0.0485
2002-12-31,9.14,32.247,6.72,0.0786
2002-12-31,7.23,31.899,7.17,0.0377
2002-12-31,8.86,32.116,6.82,0.0704
2002-12-31,8.17,32.097,6.79,0.0555
2002-12-31,8.5,32.33,6.61,0.0637
2002-12-31,9.13,32.287,6.9,0.076
2002-12-31,9.1,32.324,6.7,0.0776
2002-12-31,9.14,32.439,6.92,0.0756
2002-12-31,9.0,32.446,6.93,0.0718
2002-12-31,7.74,32.145,6.8,0.0475
2002-12-31,7.85,32.07,6.91,0.0486
2003-01-01,6.49,31.522,6.98,0.0303
2003-01-08,5.45,33.77,5.77,0.0236
2003-01-08,5.68,33.71,5.83,0.0254
2003-01-08,5.68,33.73,5.82,0.0255
2003-01-08,5.29,33.66,5.63,0.0229
2003-01-08,7.36,33.67,5.43,0.0492
2003-01-08,10.61,33.92,5.32,0.1564
2003-01-08,10.01,33.53,5.33,0.128
2003-01-09,10.68,33.93,4.73,0.1762
2003-01-09,10.52,33.92,4.84,0.1637
2003-01-09,10.85,33.93,5.08,0.1769
2003-01-09,11.06,33.93,5.11,0.1895
2003-02-06,11.63,34.047,6.0,0.2
2003-02-06,12.89,34.229,6.0,0.3098
2003-02-06,13.01,33.789,5.92,0.3323
2003-02-06,14.6,34.47,5.93,0.5672
2003-02-06,12.46,34.166,6.03,0.2656
2003-02-06,12.37,33.934,5.9,0.2648
2003-02-06,9.93,33.743,6.5,0.1023
2003-02-06,10.32,33.835,6.3,0.1209
2003-02-06,9.8,33.418,6.37,0.1009
2003-02-06,8.87,33.749,6.58,0.0695
2003-02-06,13.15,34.239000000000004,6.03,0.3378
2003-02-07,11.98,34.08,6.29,0.2157
2003-02-07,14.94,34.564,5.64,0.6675
2003-02-07,15.34,34.556,5.89,0.7381
2003-02-07,15.49,34.435,5.75,0.7989
2003-02-07,15.05,34.521,5.63,0.6959
2003-02-07,13.19,34.376999999999995,6.21,0.3312
2003-02-07,8.48,33.471,6.72,0.0597
2003-02-07,9.94,33.523,6.41,0.105
2003-02-07,9.7,33.779,6.43,0.0953
2003-02-07,7.21,33.510999999999996,6.42,0.04
2003-02-07,13.71,33.933,6.25,0.4012
2003-02-07,15.64,34.588,5.84,0.8256
2003-02-07,15.83,34.571,5.5,0.9324
2003-02-09,15.73,34.633,5.65,0.8771
2003-02-09,15.82,34.479,5.72,0.8997
2003-02-09,15.59,34.397,5.76,0.8271
2003-02-09,15.7,34.47,5.57,0.884
2003-02-09,16.32,34.568000000000005,5.59,1.091
2003-02-09,16.49,34.485,5.45,1.1872
2003-02-09,16.2,34.533,5.51,1.0609
2003-02-09,15.95,34.385999999999996,5.61,0.9614
2003-02-09,15.18,34.154,5.93,0.7028
2003-02-09,15.01,34.214,5.64,0.6922
2003-02-09,15.1,34.376999999999995,5.66,0.7083
2003-02-10,14.43,34.156,5.76,0.555
2003-02-10,14.2,34.159,5.94,0.4973
2003-02-10,13.23,33.854,5.92,0.3583
2003-02-10,12.1,33.76,6.12,0.2338
2003-02-10,12.31,33.7,6.09,0.2534
2003-02-10,12.42,33.617,5.97,0.2694
2003-02-10,13.04,33.622,5.76,0.3466
2003-02-10,13.09,33.677,5.79,0.3504
2003-02-10,13.71,33.856,5.96,0.4215
2003-02-10,13.8,34.19,5.96,0.4302
2003-02-10,13.96,34.111999999999995,5.84,0.4652
2003-02-10,14.54,34.375,5.8,0.5689
2003-02-13,15.49,34.055,5.69,0.817
2003-02-13,14.03,34.391999999999996,5.61,0.49
2003-02-13,13.77,34.275,5.84,0.4327
2003-02-13,12.06,33.023,5.65,0.2549
2003-02-13,14.57,33.757,6.17,0.5533
2003-02-13,9.82,33.330999999999996,6.25,0.1039
2003-02-13,13.48,33.558,6.13,0.3821
2003-02-13,12.77,33.467,6.43,0.2844
2003-02-13,7.3,33.475,6.92,0.0381
2003-02-13,10.71,32.78,6.4,0.1415
2003-02-13,8.1,33.507,6.82,0.0513
2003-02-13,9.87,32.568000000000005,6.23,0.1089
2003-02-13,12.31,34.19,5.57,0.271
2003-02-13,9.27,32.45,6.65,0.0827
2003-02-13,12.33,34.28,5.58,0.2717
2003-02-13,12.33,34.23,5.69,0.2674
2003-02-13,9.3,32.076,6.74,0.0834
2003-02-13,13.76,34.43,5.56,0.4487
2003-02-13,9.29,32.985,6.51,0.0836
2003-02-13,9.43,32.044000000000004,6.43,0.0919
2003-02-14,13.24,34.21,5.52,0.3789
2003-02-14,13.24,34.21,5.52,0.3789
2003-02-14,12.56,34.31,5.59,0.2939
2003-02-14,11.76,34.21,5.63,0.221
2003-02-14,11.18,34.03,5.65,0.1806
2003-02-14,10.47,33.67,5.63,0.1428
2003-02-14,11.16,34.1,2.78,0.2842
2003-02-14,16.73,34.56,5.35,1.3083
2003-02-14,15.57,34.213,5.18,0.9069
2003-02-14,15.17,34.11,5.8,0.7162
2003-02-14,14.64,33.938,6.26,0.5555
2003-02-14,14.34,33.879,6.09,0.5148
2003-02-15,12.12,33.475,6.11,0.2381
2003-02-15,11.39,33.313,6.37,0.1775
2003-02-15,8.77,32.318000000000005,6.68,0.0693
2003-02-15,8.38,32.055,7.05,0.0574
2003-02-15,8.48,31.549,6.85,0.0624
2003-02-15,9.51,33.93,5.95,0.0958
2003-02-15,8.52,31.695,7.02,0.0613
2003-02-15,11.5,34.11,3.01,0.3086
2003-02-15,10.74,34.16,5.66,0.1537
2003-02-15,9.91,34.12,5.75,0.1132
2003-02-15,8.59,32.531,7.02,0.0611
2003-02-15,10.1,34.12,5.78,0.1205
2003-02-15,11.22,34.15,5.74,0.1798
2003-02-15,9.25,32.865,6.8,0.079
2003-02-15,11.62,34.25,5.69,0.208
2003-02-15,10.92,33.355,6.2,0.1543
2003-02-15,11.83,34.21,5.68,0.2247
2003-02-15,12.1,33.611,6.26,0.2297
2003-02-15,13.81,33.731,6.0,0.4356
2003-02-15,11.82,34.27,5.62,0.2256
2003-02-15,14.55,33.939,6.0,0.5611
2003-02-15,15.22,34.159,5.69,0.7406
2003-02-15,13.35,99.999,5.63,0.0413
2003-02-16,16.43,34.607,5.2,1.205
2003-02-16,11.72,34.08,5.72,0.2157
2003-02-16,16.38,34.589,5.86,1.0663
2003-02-16,11.48,34.18,5.67,0.1991
2003-02-16,16.77,34.683,5.69,1.2515
2003-02-16,11.56,34.09,5.72,0.2038
2003-02-16,10.52,33.94,5.82,0.1397
2003-02-16,9.57,34.02,5.91,0.0982
2003-02-16,9.78,33.91,5.94,0.1056
2003-02-24,9.79,34.12,5.94,0.1052
2003-02-24,10.04,34.17,2.98,0.185
2003-02-24,9.72,34.13,5.94,0.1026
2003-02-24,8.87,33.98,5.95,0.0763
2003-02-24,9.44,34.03,5.95,0.0931
2003-02-24,9.54,34.1,5.94,0.0964
2003-02-24,9.57,34.07,5.95,0.0974
2003-02-24,9.19,33.8,5.95,0.0859
2003-02-24,10.58,33.92,5.91,0.1407
2003-02-25,11.4,34.24,5.78,0.1898
2003-02-25,10.6,34.23,5.88,0.1409
2003-02-25,10.4,34.13,5.88,0.1317
2003-02-25,9.66,34.14,5.93,0.1006
2003-02-25,10.13,34.05,5.97,0.1184
2003-02-25,10.37,33.99,5.9,0.1305
2003-02-25,9.26,33.91,6.01,0.0869
2003-02-25,9.51,33.95,5.93,0.096
2003-02-25,8.96,34.0,6.02,0.0778
2003-02-25,8.15,34.05,5.94,0.0591
2003-02-25,8.25,33.87,5.91,0.0619
2003-02-25,8.46,33.92,5.88,0.0669
2003-02-25,9.22,33.98,5.91,0.0869
2003-02-25,8.5,33.78,5.85,0.0685
2003-02-25,8.37,33.86,2.95,0.1042
2003-02-26,8.21,33.85,5.85,0.0617
2003-02-26,8.42,34.01,5.93,0.0652
2003-02-26,8.7,34.06,6.04,0.0706
2003-02-26,9.38,34.23,6.09,0.0885
2003-02-26,8.0,34.07,6.05,0.055
2003-02-26,7.63,33.93,6.03,0.0487
2003-02-26,8.96,33.97,6.06,0.0774
2003-02-26,8.91,33.88,6.03,0.0766
2003-02-26,9.26,33.93,5.98,0.0873
2003-02-26,9.93,33.7,5.91,0.1127
2003-02-26,9.93,33.7,5.91,0.1127
2003-02-28,6.88,33.92,6.16,0.0366
2003-02-28,7.91,34.01,6.08,0.0532
2003-02-28,6.09,33.98,6.12,0.0278
2003-02-28,7.95,34.02,6.1,0.0537
2003-02-28,6.84,33.92,6.17,0.036
2003-02-28,4.21,33.85,6.58,0.0133
2003-02-28,4.45,33.74,6.52,0.0147
2003-04-04,13.46,34.569,6.31,0.3561
2003-04-04,13.95,34.414,6.39,0.42
2003-04-04,14.65,34.555,6.16,0.5547
2003-04-05,13.3,34.544000000000004,6.16,0.3452
2003-04-05,13.29,34.315,5.93,0.3597
2003-04-05,13.17,34.388000000000005,6.15,0.332
2003-04-05,11.8,34.3,6.5,0.1942
2003-04-05,11.81,34.52,6.29,0.2001
2003-04-05,12.08,34.0,6.23,0.2262
2003-04-05,13.36,34.26,6.24,0.3514
2003-04-05,11.61,34.061,6.27,0.19
2003-04-05,12.84,34.343,6.37,0.2857
2003-04-05,15.85,34.689,6.11,0.8482
2003-04-06,15.88,34.583,5.93,0.8854
2003-04-06,15.22,34.579,6.07,0.687
2003-04-06,14.05,34.364000000000004,5.35,0.515
2003-04-06,12.61,34.021,5.98,0.2836
2003-04-06,11.01,33.751,6.29,0.1549
2003-04-06,11.13,33.615,6.48,0.1574
2003-04-06,11.47,33.871,6.35,0.1797
2003-04-06,11.51,33.76,6.42,0.1809
2003-04-06,13.3,34.204,6.0,0.3583
2003-04-06,14.12,34.428000000000004,6.17,0.4617
2003-04-06,13.25,34.229,6.08,0.3472
2003-04-09,14.83,34.396,6.02,0.6077
2003-04-09,16.1,34.641999999999996,5.81,0.9728
2003-04-09,15.93,34.579,5.77,0.9245
2003-04-09,15.51,34.676,6.12,0.752
2003-04-09,16.23,34.708,5.76,1.024
2003-04-09,16.53,34.391,5.87,1.1294
2003-04-09,16.35,34.489000000000004,5.59,1.1054
2003-04-09,16.0,34.603,5.94,0.9213
2003-04-09,15.44,34.507,5.83,0.7731
2003-04-09,14.35,34.288000000000004,5.74,0.5389
2003-04-10,13.88,34.0,5.86,0.4525
2003-04-10,12.74,33.584,6.24,0.289
2003-04-10,11.54,33.117,6.51,0.1842
2003-04-10,10.24,32.593,6.47,0.1193
2003-04-10,11.12,33.385999999999996,6.45,0.1589
2003-04-10,11.72,33.743,6.41,0.1952
2003-04-10,11.72,33.743,6.41,0.1952
2003-04-10,11.49,33.4,6.5,0.1795
2003-04-10,11.72,33.445,6.52,0.1937
2003-04-10,7.16,31.761,7.2,0.0368
2003-04-10,12.01,33.681,6.55,0.2119
2003-04-10,12.59,33.704,6.29,0.2708
2003-04-10,6.65,32.02,8.04,0.0266
2003-04-10,12.82,33.795,6.03,0.3053
2003-04-10,7.12,32.093,7.51,0.0341
2003-04-10,12.77,33.687,6.02,0.3016
2003-04-10,13.05,33.794000000000004,5.93,0.3364
2003-04-10,7.63,32.408,9.38,0.0299
2003-04-10,7.48,32.466,7.58,0.0378
2003-04-10,14.66,34.545,5.67,0.6025
2003-04-10,8.1,32.461999999999996,7.15,0.0504
2003-04-10,14.87,34.58,5.63,0.652
2003-04-10,8.13,32.449,7.22,0.0504
2003-04-10,14.41,34.539,5.65,0.5537
2003-04-11,14.06,34.598,5.62,0.491
2003-04-11,7.97,32.395,7.67,0.0444
2003-04-11,7.75,32.281,7.28,0.0439
2003-04-11,13.11,34.51,5.66,0.3503
2003-04-11,7.34,32.937,7.66,0.0349
2003-04-11,13.64,34.5,5.68,0.4209
2003-04-11,14.36,34.56,5.62,0.5463
2003-04-11,13.3,34.39,5.11,0.4108
2003-04-11,7.44,31.834,7.16,0.0407
2003-04-11,13.75,34.44,5.55,0.4477
2003-04-11,13.46,34.417,5.57,0.4033
2003-04-12,12.74,34.17,6.24,0.2833
2003-04-12,12.15,33.830999999999996,6.27,0.2317
2003-04-12,11.44,33.641999999999996,6.17,0.1845
2003-04-12,11.09,33.451,6.21,0.1631
2003-04-12,8.17,31.745,7.46,0.0504
2003-04-12,7.77,32.059,7.21,0.0451
2003-04-12,7.98,32.341,7.93,0.0428
2003-04-12,8.41,32.415,7.35,0.0546
2003-04-12,8.76,32.416,7.02,0.0651
2003-04-12,8.74,32.41,6.91,0.0658
2003-04-13,9.03,32.476,7.22,0.0692
2003-04-13,8.99,32.424,7.51,0.0652
2003-04-13,8.76,32.38,7.34,0.0619
2003-04-13,8.58,32.199,7.98,0.0527
2003-04-13,8.4,31.72300000000001,6.96,0.0593
2003-04-13,12.98,34.31,5.81,0.3288
2003-04-13,13.15,34.37,5.78,0.3501
2003-04-13,13.85,34.45,5.9,0.4382
2003-04-13,14.34,34.54,5.95,0.5148
2003-04-13,8.44,32.259,6.49,0.0637
2003-04-14,14.43,34.54,6.02,0.5254
2003-04-14,14.43,34.54,6.02,0.5254
2003-04-14,13.83,34.52,6.03,0.4251
2003-04-14,13.84,34.67,5.96,0.4292
2003-04-14,13.92,34.51,5.98,0.4424
2003-04-14,12.64,34.31,6.15,0.2762
2003-04-14,12.84,34.56,6.05,0.2986
2003-04-14,13.88,34.48,6.12,0.427
2003-04-14,13.78,34.43,6.04,0.4183
2003-04-15,13.99,34.4,5.98,0.4552
2003-04-15,13.36,34.4,5.92,0.3682
2003-04-15,13.35,34.35,6.03,0.3611
2003-04-15,13.79,34.31,5.95,0.4276
2003-04-15,13.52,34.29,5.97,0.3879
2003-04-15,10.9,32.321999999999996,8.15,0.1159
2003-04-15,12.14,32.461,8.03,0.1821
2003-04-15,10.86,32.568000000000005,8.2,0.1124
2003-04-15,12.16,33.168,6.55,0.2273
2003-04-15,10.71,32.885,7.89,0.1109
2003-04-16,10.69,32.711,8.39,0.1022
2003-04-16,11.37,32.667,7.44,0.1516
2003-04-16,11.1,32.628,7.89,0.1283
2003-04-18,13.93,34.42,6.11,0.4361
2003-04-18,13.94,34.44,6.15,0.4346
2003-04-18,14.28,34.44,6.16,0.489
2003-04-18,13.77,34.465,6.08,0.4136
2003-04-18,14.33,34.434,6.08,0.5042
2003-04-23,14.02,34.451,5.88,0.4666
2003-04-23,13.86,34.404,5.81,0.4468
2003-04-23,14.03,34.293,5.86,0.4723
2003-04-24,11.53,34.228,6.13,0.1879
2003-04-24,10.87,34.135999999999996,6.19,0.1479
2003-04-24,10.84,34.144,6.11,0.1482
2003-04-24,12.2,34.375,6.05,0.2398
2003-04-24,11.25,34.165,6.14,0.1703
2003-04-24,13.03,34.371,6.16,0.3157
2003-04-24,10.8,34.02,6.0,0.1494
2003-04-24,12.6,34.429,6.19,0.2695
2003-04-24,14.49,34.658,5.99,0.5371
2003-04-24,13.6,34.769,5.95,0.3938
2003-04-24,9.52,33.989000000000004,5.85,0.0975
2003-04-24,9.97,34.573,5.88,0.1115
2003-04-24,10.87,33.946,6.19,0.1488
2003-04-24,10.8,34.02,6.0,0.1494
2003-04-24,10.98,33.978,6.07,0.1576
2003-04-24,13.49,34.301,6.07,0.3775
2003-04-24,13.78,34.32,6.16,0.4118
2003-04-24,12.29,34.292,6.29,0.2388
2003-04-24,12.48,34.309,6.02,0.2666
2003-04-24,13.13,34.41,6.13,0.3282
2003-04-25,11.97,34.194,6.13,0.2197
2003-04-25,11.03,34.06,6.16,0.1576
2003-04-25,12.5,34.305,6.24,0.2591
2003-04-25,13.55,34.336,6.19,0.3778
2003-04-25,10.23,34.082,6.22,0.1176
2003-04-25,10.48,34.054,6.01,0.133
2003-04-25,11.12,34.143,6.29,0.1589
2003-04-25,10.49,34.001,6.36,0.1264
2003-04-25,10.52,33.856,6.16,0.1326
2003-06-01,19.93,31.941,6.24,3.7432
2003-06-01,19.85,32.681,5.21,4.1719
2003-06-01,19.64,32.510999999999996,6.28,3.3072
2003-06-02,18.33,31.846,6.75,2.0005
2003-06-02,18.5,32.089,6.46,2.2033
2003-06-02,18.26,31.712,5.44,2.4124
2003-06-02,18.19,31.914,5.36,2.3688
2003-06-02,17.94,31.906999999999996,6.07,1.9425
2003-06-02,17.28,32.24,6.11,1.5178
2003-06-02,15.93,32.123000000000005,5.81,0.998
2003-06-02,16.47,32.116,6.12,1.1473
2003-06-02,18.0,31.769000000000002,5.99,2.0178
2003-06-02,18.02,31.75800000000001,6.73,1.8077
2003-06-02,18.43,31.978,6.36,2.193
2003-06-02,18.84,31.816999999999997,6.9,2.3326
2003-06-02,19.51,32.218,5.04,3.8751
2003-06-02,20.22,33.062,5.1,4.7487
2003-06-02,19.45,32.607,4.93,3.8134
2003-06-03,19.64,32.454,5.59,3.6897
2003-06-03,20.52,32.242,5.48,5.0878
2003-06-03,20.34,31.914,5.51,4.8183
2003-06-03,21.2,32.819,3.97,7.8596
2003-06-03,20.38,32.748000000000005,4.95,5.1799
2003-06-03,20.08,32.465,5.11,4.6115
2003-06-03,20.12,32.973,6.15,3.9145
2003-06-03,20.05,33.171,6.2,3.7684
2003-06-03,18.82,32.278,5.88,2.6789
2003-06-03,18.71,32.095,6.23,2.456
2003-06-03,18.29,32.152,6.39,2.0674
2003-06-03,18.39,31.804000000000002,6.39,2.1652
2003-06-03,18.08,31.83,7.79,1.556
2003-06-03,18.15,31.718000000000004,6.74,1.8906
2003-06-09,15.61,33.75,5.78,0.8486
2003-06-09,18.03,33.71,5.67,2.0102
2003-06-09,19.12,33.1,5.46,3.0865
2003-06-09,19.93,33.53,5.69,3.8703
2003-06-09,19.93,33.53,5.69,3.8703
2003-06-09,20.46,33.68,5.45,4.7814
2003-06-09,19.67,34.2,5.52,3.5585
2003-06-10,19.39,34.04,5.37,3.3283
2003-06-10,18.48,33.87,5.24,2.4999
2003-06-10,18.68,33.98,5.21,2.6809
2003-06-10,18.9,34.11,5.29,2.843
2003-06-10,19.84,34.23,5.27,3.9159
2003-06-10,19.93,34.15,5.28,4.0416
2003-06-10,19.17,33.42,5.79,2.9503
2003-06-10,17.35,33.51,5.81,1.5632
2003-06-10,19.22,33.36,5.87,2.9698
2003-06-10,18.9,34.11,5.29,2.843
2003-06-10,19.22,33.43,5.72,3.0334
2003-06-10,19.63,33.21,5.96,3.386
2003-06-11,19.41,33.385,5.84,3.1818
2003-06-12,19.42,33.36,4.23,4.1054
2003-06-12,19.48,33.25,5.75,3.3197
2003-06-12,18.34,33.39,5.48,2.3305
2003-06-12,18.32,33.61,5.47,2.3012
2003-06-12,19.45,33.46,5.48,3.4037
2003-06-12,19.45,33.46,5.48,3.4037
2003-06-12,20.27,34.02,5.56,4.3608
2003-06-12,20.15,33.7,5.53,4.251
2003-06-12,20.34,33.95,5.52,4.503
2003-06-13,19.09,34.0,5.66,2.8739
2003-06-13,19.36,34.0,5.71,3.1279
2003-06-13,19.14,34.05,5.31,3.0833
2003-06-13,19.74,34.18,5.33,3.7561
2003-06-13,19.43,33.59,5.43,3.3925
2003-06-13,19.73,34.03,5.31,3.7735
2003-06-13,19.82,33.507,5.3,3.964
2003-06-13,20.79,33.705,5.22,5.5276
2003-06-13,19.56,34.19,5.33,3.5317
2003-06-13,21.45,33.493,5.43,6.7105
2003-06-13,19.0,34.03,5.35,2.9224
2003-06-13,19.25,33.45,5.45,3.1949
2003-06-13,18.7,33.5,5.42,2.6536
2003-06-13,18.57,33.56,4.33,3.0054
2003-06-13,21.17,33.39,5.17,6.3836
2003-06-13,20.6,33.665,5.15,5.25
2003-06-13,19.21,33.291,5.18,3.3046
2003-06-13,18.33,33.068000000000005,5.75,2.2496
2003-06-13,19.44,33.241,5.48,3.4167
2003-06-13,20.22,32.332,5.77,4.3855
2003-06-13,19.71,32.922,5.52,3.7618
2003-06-13,19.82,33.507,5.3,3.964
2003-06-13,20.56,33.397,5.34,5.0753
2003-06-14,21.43,33.096,5.0,7.2016
2003-06-14,21.6,33.025,5.06,7.5625
2003-06-14,21.37,32.798,5.21,6.9068
2003-06-14,20.94,33.334,5.26,5.8449
2003-06-14,20.48,33.400999999999996,5.29,4.9782
2003-06-14,19.36,33.224000000000004,5.51,3.3109
2003-06-14,19.45,32.802,5.58,3.4244
2003-06-14,19.44,32.844,5.69,3.35
2003-06-14,19.71,32.796,5.63,3.7133
2003-06-14,18.87,33.111,5.58,2.7791
2003-06-14,19.23,33.302,5.49,3.1687
2003-06-14,20.25,33.201,5.6,4.4211
2003-06-14,19.69,33.16,4.25,4.5133
2003-06-14,19.96,33.26,5.32,4.1774
2003-06-14,20.49,33.381,5.31,4.9829
2003-06-14,20.01,33.3,5.54,4.1011
2003-06-14,20.06,33.85,5.31,4.2454
2003-06-14,20.24,34.1,5.32,4.4681
2003-06-14,19.92,34.06,5.31,4.0211
2003-06-14,20.0,34.09,5.35,4.102
2003-06-14,20.05,34.15,5.37,4.1511
2003-06-14,20.27,34.03,5.39,4.4753
2003-06-15,20.23,33.9,5.08,4.6511
2003-06-15,20.02,34.06,5.11,4.2904
2003-06-15,19.89,34.09,5.09,4.1144
2003-06-15,19.91,33.650999999999996,5.64,3.8587
2003-06-15,19.7,34.06,5.12,3.8434
2003-06-15,21.43,33.161,5.42,6.7472
2003-06-15,20.63,33.69,5.11,5.3312
2003-06-15,21.57,32.013000000000005,5.1,7.6852
2003-06-15,19.88,33.56,5.18,4.1143
2003-06-15,18.86,33.33,5.09,2.9693
2003-06-15,21.37,32.729,5.26,6.8701
2003-06-15,19.25,33.0,3.79,4.198
2003-06-15,23.13,33.599000000000004,5.16,11.9368
2003-06-15,13.58,31.538,6.42,0.4045
2003-06-15,22.43,31.783,5.35,9.8449
2003-06-15,16.73,31.59800000000001,6.33,1.2363
2003-06-15,22.47,32.55,5.24,9.8962
2003-06-15,21.67,32.8,5.09,7.7574
2003-06-15,18.26,31.59,5.86,2.2669
2003-06-15,21.6,33.442,5.26,7.2437
2003-06-15,19.81,31.826999999999998,6.02,3.7325
2003-06-15,20.56,32.516999999999996,5.17,5.3593
2003-06-15,19.92,31.88300000000001,6.04,3.8556
2003-06-15,20.61,32.236999999999995,5.34,5.358
2003-06-15,20.35,32.287,5.23,4.9863
