Observation Date,Temperature,Temperature_Probability,Salinity,Salinity_Probability,Dissolved Oxygen,Oxygen_Probability,Phosphate Phosphorus,Phosphate_Probability,Nitrous Acid Nitrogen,Nitrous_Probability,Nitric Acid Nitrogen,Nitric_Probability,Silicic Acid Silicon,Silicic_Probability
2005-02-28,10.89,0.1526,34.318000000000005,0.0001,6.19,0.0035,0.18,0.0051,0.39,0.0046,13.34,0.0021,7.54,0.0041
2005-02-28,15.8,0.4808,34.039,0.0001,6.04,0.0035,0.22,0.0052,0.59,0.0046,7.45,0.003,4.85,0.0043
2005-02-28,7.99,0.0641,32.999,0.0001,6.77,0.0034,0.99,0.0069,0.3,0.0046,10.43,0.0025,12.97,0.0037
2005-02-28,9.76,0.11,34.204,0.0001,6.27,0.0035,0.12,0.005,0.29,0.0047,12.63,0.0022,7.48,0.0041
2005-02-28,15.47,0.4534,33.95,0.0001,5.73,0.0036,0.23,0.0052,0.46,0.0046,6.29,0.0032,5.01,0.0043
2005-02-28,7.95,0.0633,32.95,0.0001,6.78,0.0034,1.24,0.0076,0.24,0.0047,9.5,0.0026,14.42,0.0036
2005-02-28,14.57,0.3806,33.989000000000004,0.0001,6.04,0.0035,0.22,0.0052,0.37,0.0046,4.46,0.0036,5.45,0.0043
2005-02-28,6.48,0.0398,32.771,0.0001,6.8,0.0034,1.1,0.0072,0.24,0.0047,9.33,0.0027,13.49,0.0037
2005-02-28,6.57,0.0409,32.861999999999995,0.0001,7.16,0.0034,0.87,0.0066,0.29,0.0047,8.07,0.0029,11.49,0.0038
2005-02-28,13.69,0.3142,33.976,0.0001,5.94,0.0036,0.27,0.0053,0.37,0.0046,6.02,0.0033,6.22,0.0042
2005-02-28,10.65,0.1426,34.26,0.0001,6.61,0.0034,0.09,0.0049,0.25,0.0047,7.3,0.003,5.17,0.0043
2005-02-28,10.82,0.1497,34.255,0.0001,6.18,0.0035,0.26,0.0052,0.24,0.0047,8.14,0.0029,3.56,0.0044
2005-02-28,10.54,0.1382,34.275999999999996,0.0001,6.12,0.0035,0.16,0.005,0.28,0.0047,6.51,0.0032,4.98,0.0043
2005-02-28,12.31,0.2243,33.847,0.0001,6.12,0.0035,0.3,0.0053,0.53,0.0046,13.3,0.0021,8.62,0.004
2005-02-28,13.4,0.2938,34.566,0.0001,6.2,0.0035,0.12,0.005,0.34,0.0046,6.28,0.0032,6.74,0.0042
2005-02-28,12.49,0.235,33.899,0.0001,6.7,0.0034,0.28,0.0053,0.24,0.0047,5.54,0.0034,5.2,0.0043
2005-03-01,12.73,0.2497,33.988,0.0001,6.34,0.0035,0.35,0.0054,0.32,0.0046,8.36,0.0028,5.44,0.0043
2005-03-01,13.95,0.3332,34.034,0.0001,5.85,0.0036,0.21,0.0051,0.34,0.0046,6.78,0.0031,4.66,0.0043
2005-03-02,13.4,0.2938,33.989000000000004,0.0001,6.05,0.0035,0.25,0.0052,0.36,0.0046,8.51,0.0028,5.79,0.0043
2005-03-02,10.99,0.157,33.678000000000004,0.0001,6.43,0.0035,0.41,0.0055,0.26,0.0047,7.71,0.003,7.02,0.0042
2005-03-02,8.12,0.0668,34.241,0.0001,6.08,0.0035,0.39,0.0055,0.35,0.0046,10.01,0.0026,8.04,0.0041
2005-03-02,5.21,0.0264,34.039,0.0001,6.67,0.0034,0.22,0.0052,0.37,0.0046,9.57,0.0026,8.29,0.0041
2005-03-02,8.37,0.0721,34.161,0.0001,6.31,0.0035,0.23,0.0052,0.54,0.0046,13.06,0.0021,7.42,0.0041
2005-03-08,11.47,0.1794,34.468,0.0001,6.35,0.0035,0.16,0.005,0.43,0.0046,8.08,0.0029,5.45,0.0043
2005-03-08,11.05,0.1597,34.449,0.0001,6.06,0.0035,0.19,0.0051,0.26,0.0047,6.59,0.0032,4.98,0.0043
2005-03-08,10.51,0.137,34.319,0.0001,6.2,0.0035,0.32,0.0054,0.28,0.0047,6.9,0.0031,3.08,0.0045
2005-03-14,10.28,0.1282,34.493,0.0001,6.19,0.0035,0.19,0.0051,0.41,0.0046,16.15,0.0018,5.69,0.0043
2005-03-14,8.55,0.0763,34.013000000000005,0.0001,6.7,0.0034,0.06,0.0049,0.3,0.0046,13.13,0.0021,3.13,0.0045
2005-03-15,7.68,0.0582,34.226,0.0001,6.66,0.0034,0.08,0.0049,0.17,0.0047,8.23,0.0029,2.51,0.0045
2005-03-15,7.6,0.0567,34.224000000000004,0.0001,6.37,0.0035,0.13,0.005,0.25,0.0047,12.86,0.0021,6.61,0.0042
2005-03-15,9.32,0.0964,34.296,0.0001,6.2,0.0035,0.18,0.0051,0.25,0.0047,15.89,0.0018,4.65,0.0043
2005-03-15,8.79,0.0821,34.342,0.0001,6.27,0.0035,0.19,0.0051,0.4,0.0046,16.8,0.0017,6.23,0.0042
2005-03-15,10.4,0.1327,34.295,0.0001,6.65,0.0034,0.21,0.0051,0.36,0.0046,13.32,0.0021,6.41,0.0042
2005-03-15,9.85,0.113,34.259,0.0001,6.41,0.0035,0.24,0.0052,0.31,0.0046,10.22,0.0025,6.87,0.0042
2005-03-16,9.21,0.0933,34.347,0.0001,6.56,0.0035,0.17,0.0051,0.41,0.0046,11.1,0.0024,6.31,0.0042
2005-03-17,9.61,0.1052,34.34,0.0001,6.32,0.0035,0.17,0.0051,0.36,0.0046,13.96,0.002,5.58,0.0043
2005-03-17,9.69,0.1077,34.281,0.0001,6.24,0.0035,0.23,0.0052,0.51,0.0046,14.37,0.002,5.87,0.0042
2005-03-17,10.47,0.1354,34.428000000000004,0.0001,6.25,0.0035,0.06,0.0049,0.22,0.0047,5.02,0.0035,3.88,0.0044
2005-03-17,9.93,0.1157,34.372,0.0001,6.41,0.0035,0.14,0.005,0.25,0.0047,5.08,0.0035,4.74,0.0043
2005-03-17,8.92,0.0854,34.313,0.0001,5.98,0.0036,0.15,0.005,0.71,0.0045,12.35,0.0022,9.21,0.004
2005-03-31,12.18,0.2169,33.733000000000004,0.0001,6.14,0.0035,0.21,0.0051,0.43,0.0046,10.11,0.0025,6.35,0.0042
2005-03-31,14.0,0.3369,33.986999999999995,0.0001,6.15,0.0035,0.23,0.0052,0.46,0.0046,8.01,0.0029,6.45,0.0042
2005-03-31,14.86,0.4037,34.023,0.0001,5.75,0.0036,0.26,0.0052,0.79,0.0045,4.67,0.0036,7.33,0.0041
2005-03-31,12.59,0.241,33.961,0.0001,6.62,0.0034,0.13,0.005,0.23,0.0047,2.35,0.0041,3.01,0.0045
2005-03-31,11.63,0.1874,33.937,0.0001,6.62,0.0034,0.12,0.005,0.36,0.0046,1.96,0.0042,2.14,0.0046
2005-03-31,13.87,0.3273,33.999,0.0001,6.05,0.0035,0.24,0.0052,0.67,0.0045,4.73,0.0035,7.14,0.0041
2005-04-01,15.59,0.4634,34.063,0.0001,6.09,0.0035,0.23,0.0052,0.63,0.0045,5.33,0.0034,6.46,0.0042
2005-04-01,14.51,0.3759,34.029,0.0001,5.79,0.0036,0.23,0.0052,0.67,0.0045,9.53,0.0026,8.76,0.004
2005-04-01,10.09,0.1212,33.815,0.0001,6.56,0.0035,0.19,0.0051,0.29,0.0047,3.75,0.0038,4.11,0.0044
2005-04-01,9.78,0.1106,33.325,0.0001,7.05,0.0034,0.39,0.0055,0.34,0.0046,8.04,0.0029,11.21,0.0038
2005-04-01,15.02,0.4166,34.016999999999996,0.0001,6.0,0.0035,0.21,0.0051,0.66,0.0045,9.1,0.0027,8.64,0.004
2005-04-01,14.77,0.3965,34.010999999999996,0.0001,5.92,0.0036,0.19,0.0051,0.7,0.0045,7.84,0.0029,7.6,0.0041
2005-04-02,15.03,0.4174,34.023,0.0001,5.9,0.0036,0.2,0.0051,1.09,0.0044,5.86,0.0033,5.93,0.0042
2005-04-02,15.86,0.4858,34.083,0.0001,5.79,0.0036,0.18,0.0051,0.6,0.0046,3.37,0.0039,6.12,0.0042
2005-04-02,16.13,0.5083,34.089,0.0001,5.71,0.0036,0.33,0.0054,0.69,0.0045,4.8,0.0035,6.87,0.0042
2005-04-02,16.21,0.515,34.076,0.0001,6.06,0.0035,0.15,0.005,0.34,0.0046,9.42,0.0027,9.13,0.004
2005-04-02,15.1,0.4231,33.995,0.0001,6.9,0.0034,0.21,0.0051,0.67,0.0045,3.37,0.0039,5.37,0.0043
2005-04-03,14.67,0.3885,33.994,0.0001,6.51,0.0035,0.16,0.005,0.48,0.0046,6.83,0.0031,7.52,0.0041
2005-04-03,11.12,0.1628,33.703,0.0001,6.2,0.0035,0.22,0.0052,0.53,0.0046,4.84,0.0035,14.93,0.0036
2005-04-03,11.3,0.1712,33.744,0.0001,6.28,0.0035,0.35,0.0054,0.41,0.0046,7.02,0.0031,9.49,0.004
2005-04-03,11.12,0.1628,33.703,0.0001,6.2,0.0035,0.22,0.0052,0.53,0.0046,4.84,0.0035,14.93,0.0036
2005-04-03,12.2,0.218,33.863,0.0001,6.2,0.0035,0.25,0.0052,0.34,0.0046,3.98,0.0037,7.67,0.0041
2005-04-03,13.08,0.2721,33.907,0.0001,6.32,0.0035,0.22,0.0052,0.41,0.0046,6.26,0.0032,7.76,0.0041
2005-04-05,14.19,0.3512,33.986999999999995,0.0001,7.13,0.0034,0.16,0.005,0.47,0.0046,3.0,0.0039,4.43,0.0044
2005-04-05,14.19,0.3512,33.986999999999995,0.0001,7.13,0.0034,0.16,0.005,0.47,0.0046,3.0,0.0039,4.43,0.0044
2005-04-05,13.48,0.2993,33.954,0.0001,6.33,0.0035,0.24,0.0052,0.43,0.0046,6.88,0.0031,7.15,0.0041
2005-04-05,13.01,0.2675,33.96,0.0001,6.08,0.0035,0.26,0.0052,0.41,0.0046,7.56,0.003,7.88,0.0041
2005-04-12,12.83,0.2559,34.515,0.0001,6.4,0.0035,0.04,0.0048,0.29,0.0047,1.44,0.0043,3.7,0.0044
2005-04-12,14.19,0.3512,34.599000000000004,0.0001,6.35,0.0035,0.26,0.0052,0.45,0.0046,3.5,0.0038,6.1,0.0042
2005-04-12,13.86,0.3266,34.574,0.0001,6.37,0.0035,0.53,0.0058,0.22,0.0047,0.23,0.0047,3.11,0.0045
2005-04-12,13.73,0.3171,34.562,0.0001,6.4,0.0035,0.26,0.0052,0.17,0.0047,0.51,0.0046,3.16,0.0045
2005-04-13,5.49,0.0289,31.563000000000002,0.0001,7.26,0.0033,0.86,0.0066,0.13,0.0047,16.86,0.0017,8.83,0.004
2005-04-13,5.73,0.0312,31.78,0.0001,7.53,0.0033,0.71,0.0062,0.16,0.0047,12.11,0.0022,7.43,0.0041
2005-04-13,5.68,0.0307,32.066,0.0001,7.8,0.0032,0.85,0.0065,0.11,0.0047,6.36,0.0032,2.95,0.0045
2005-04-14,6.66,0.0421,32.33,0.0001,7.32,0.0033,1.12,0.0072,0.19,0.0047,8.66,0.0028,8.49,0.004
2005-04-14,7.53,0.0555,32.507,0.0001,7.69,0.0033,1.16,0.0073,0.19,0.0047,5.47,0.0034,0.74,0.0047
2005-04-14,7.07,0.048,32.38,0.0001,7.64,0.0033,1.1,0.0072,0.11,0.0047,2.82,0.004,3.84,0.0044
2005-04-14,12.89,0.2598,34.47,0.0001,6.33,0.0035,0.33,0.0054,0.14,0.0047,0.28,0.0047,2.22,0.0046
2005-04-14,6.19,0.0362,32.186,0.0001,8.52,0.0031,0.84,0.0065,0.07,0.0047,3.24,0.0039,3.87,0.0044
2005-04-14,13.94,0.3325,34.59,0.0001,6.22,0.0035,0.16,0.005,0.28,0.0047,0.92,0.0045,3.86,0.0044
2005-04-14,5.85,0.0325,31.965999999999998,0.0001,7.6,0.0033,0.84,0.0065,0.13,0.0047,9.48,0.0026,5.71,0.0043
2005-04-14,7.09,0.0483,31.63300000000001,0.0001,7.5,0.0033,0.99,0.0069,0.15,0.0047,11.88,0.0023,6.88,0.0042
2005-04-14,11.49,0.1804,34.431,0.0001,6.27,0.0035,0.23,0.0052,0.53,0.0046,1.5,0.0043,5.59,0.0043
2005-04-15,6.9,0.0455,31.748,0.0001,7.9,0.0032,1.0,0.0069,0.27,0.0047,9.84,0.0026,4.18,0.0044
2005-04-15,6.53,0.0404,32.241,0.0001,7.33,0.0033,1.13,0.0073,0.25,0.0047,10.05,0.0026,5.8,0.0043
2005-04-15,7.26,0.051,32.284,0.0001,8.49,0.0031,0.69,0.0062,0.11,0.0047,4.45,0.0036,2.74,0.0045
2005-04-15,13.34,0.2897,34.556,0.0001,6.28,0.0035,0.41,0.0055,0.34,0.0046,3.15,0.0039,4.47,0.0044
2005-04-15,8.0,0.0643,32.361999999999995,0.0001,7.93,0.0032,1.18,0.0074,0.18,0.0047,4.07,0.0037,7.17,0.0041
2005-04-15,13.18,0.2788,34.564,0.0001,6.28,0.0035,0.09,0.0049,0.46,0.0046,0.54,0.0046,3.51,0.0044
2005-04-15,8.55,0.0763,32.58,0.0001,7.93,0.0032,1.09,0.0072,0.2,0.0047,6.34,0.0032,1.04,0.0047
2005-04-16,11.09,0.1615,34.325,0.0001,6.55,0.0035,0.22,0.0052,0.53,0.0046,3.1,0.0039,6.02,0.0042
2005-04-16,8.71,0.0801,32.768,0.0001,7.26,0.0033,0.6,0.0059,0.39,0.0046,10.39,0.0025,10.87,0.0039
2005-04-16,12.19,0.2175,34.484,0.0001,6.53,0.0035,0.2,0.0051,0.33,0.0046,0.56,0.0046,5.0,0.0043
2005-04-16,8.58,0.077,32.705999999999996,0.0001,6.82,0.0034,1.4,0.008,0.28,0.0047,11.61,0.0023,13.11,0.0037
2005-04-16,7.68,0.0582,32.427,0.0001,7.0,0.0034,1.45,0.0082,0.32,0.0046,9.7,0.0026,12.83,0.0037
2005-04-16,7.67,0.058,31.869,0.0001,6.71,0.0034,1.39,0.008,0.18,0.0047,9.77,0.0026,7.65,0.0041
2005-04-16,7.87,0.0617,32.428000000000004,0.0001,6.79,0.0034,0.79,0.0064,0.33,0.0046,12.53,0.0022,10.34,0.0039
2005-04-16,10.53,0.1378,34.378,0.0001,6.48,0.0035,0.13,0.005,0.31,0.0046,0.09,0.0047,4.06,0.0044
2005-04-17,12.13,0.2141,34.51,0.0001,6.32,0.0035,0.1,0.0049,0.19,0.0047,0.34,0.0047,3.23,0.0045
2005-04-17,11.96,0.2047,34.535,0.0001,6.54,0.0035,0.16,0.005,0.22,0.0047,0.27,0.0047,3.85,0.0044
2005-04-17,12.81,0.2547,34.537,0.0001,6.32,0.0035,0.17,0.0051,0.17,0.0047,0.84,0.0045,2.64,0.0045
2005-04-17,9.72,0.1087,32.884,0.0001,6.73,0.0034,0.67,0.0061,0.37,0.0046,12.13,0.0022,16.66,0.0035
2005-04-17,9.77,0.1103,32.957,0.0001,6.69,0.0034,1.13,0.0073,0.11,0.0047,11.17,0.0024,10.14,0.0039
2005-04-18,10.16,0.1237,33.025999999999996,0.0001,6.88,0.0034,0.53,0.0058,0.21,0.0047,7.59,0.003,10.03,0.0039
2005-04-18,11.85,0.1988,34.113,0.0001,6.09,0.0035,1.0,0.0069,0.45,0.0046,7.95,0.0029,7.48,0.0041
2005-04-18,9.95,0.1164,33.058,0.0001,6.55,0.0035,0.58,0.0059,0.38,0.0046,11.73,0.0023,11.18,0.0038
2005-04-18,11.99,0.2063,33.883,0.0001,6.52,0.0035,0.79,0.0064,0.18,0.0047,7.94,0.0029,8.17,0.0041
2005-04-21,11.58,0.1848,34.445,0.0001,6.25,0.0035,0.46,0.0056,0.31,0.0046,2.39,0.0041,6.96,0.0042
2005-04-21,12.33,0.2255,34.465,0.0001,6.29,0.0035,0.03,0.0048,0.19,0.0047,0.23,0.0047,2.75,0.0045
2005-04-21,10.79,0.1484,34.285,0.0001,6.32,0.0035,0.11,0.0049,0.2,0.0047,1.48,0.0043,3.72,0.0044
2005-04-24,11.57,0.1843,34.333,0.0001,6.27,0.0035,0.07,0.0049,0.08,0.0047,0.47,0.0046,5.18,0.0043
2005-04-24,10.82,0.1497,34.275999999999996,0.0001,6.25,0.0035,0.21,0.0051,0.33,0.0046,1.76,0.0043,6.59,0.0042
2005-04-24,12.6,0.2416,34.524,0.0001,6.37,0.0035,0.13,0.005,0.09,0.0047,0.18,0.0047,3.76,0.0044
2005-04-24,11.13,0.1633,34.47,0.0001,6.25,0.0035,0.24,0.0052,0.4,0.0046,3.08,0.0039,5.35,0.0043
2005-04-25,10.57,0.1393,34.361999999999995,0.0001,6.29,0.0035,0.14,0.005,0.11,0.0047,0.3,0.0047,2.57,0.0045
2005-04-25,10.35,0.1308,34.329,0.0001,6.33,0.0035,0.06,0.0049,0.09,0.0047,0.2,0.0047,3.08,0.0045
2005-04-25,9.46,0.1006,34.251,0.0001,6.51,0.0035,0.06,0.0049,0.16,0.0047,1.42,0.0044,2.88,0.0045
2005-04-25,12.64,0.2441,34.509,0.0001,6.25,0.0035,0.22,0.0052,0.1,0.0047,0.88,0.0045,4.46,0.0044
2005-05-03,13.22,0.2815,31.42,0.0001,6.16,0.0035,0.42,0.0056,0.25,0.0047,4.29,0.0036,4.25,0.0044
2005-05-03,12.44,0.232,32.08,0.0001,6.64,0.0034,0.15,0.005,0.26,0.0047,1.55,0.0043,6.56,0.0042
2005-05-03,12.91,0.2611,32.63,0.0001,6.07,0.0035,0.18,0.0051,0.06,0.0047,1.18,0.0044,8.71,0.004
2005-05-03,14.23,0.3543,34.67,0.0001,5.82,0.0036,0.08,0.0049,0.06,0.0047,0.88,0.0045,6.69,0.0042
2005-05-03,16.16,0.5108,33.77,0.0001,5.36,0.0037,0.1,0.0049,0.05,0.0047,2.1,0.0042,4.73,0.0043
2005-05-03,15.96,0.4941,33.83,0.0001,6.1,0.0035,0.07,0.0049,0.12,0.0047,2.88,0.004,4.45,0.0044
2005-05-03,18.24,0.6763,34.66,0.0001,5.22,0.0037,0.05,0.0048,0.06,0.0047,3.43,0.0038,2.81,0.0045
2005-05-03,17.96,0.6555,34.53,0.0001,5.33,0.0037,0.18,0.0051,0.06,0.0047,1.29,0.0044,3.71,0.0044
2005-05-04,17.86,0.648,34.52,0.0001,5.39,0.0037,0.03,0.0048,0.11,0.0047,2.18,0.0042,4.16,0.0044
2005-05-04,17.8,0.6434,34.47,0.0001,5.42,0.0036,0.06,0.0049,0.11,0.0047,1.4,0.0044,3.32,0.0045
2005-05-04,17.95,0.6548,34.37,0.0001,5.05,0.0037,0.34,0.0054,0.06,0.0047,1.07,0.0044,3.9,0.0044
2005-05-04,17.05,0.5842,34.05,0.0001,5.42,0.0036,0.27,0.0053,0.06,0.0047,1.33,0.0044,4.32,0.0044
2005-05-04,17.77,0.6411,34.32,0.0001,5.36,0.0037,0.34,0.0054,0.09,0.0047,4.35,0.0036,3.8,0.0044
2005-05-04,17.77,0.6411,34.32,0.0001,5.36,0.0037,0.34,0.0054,0.09,0.0047,4.35,0.0036,3.8,0.0044
2005-05-04,13.56,0.305,32.27,0.0001,6.44,0.0035,0.08,0.0049,0.17,0.0047,4.2,0.0037,10.55,0.0039
2005-05-04,18.66,0.7062,34.61,0.0001,5.19,0.0037,0.19,0.0051,0.03,0.0047,3.09,0.0039,3.38,0.0045
2005-05-04,18.66,0.7062,34.61,0.0001,5.19,0.0037,0.19,0.0051,0.03,0.0047,3.09,0.0039,3.38,0.0045
2005-05-04,16.52,0.5407,33.29,0.0001,5.7,0.0036,0.1,0.0049,0.04,0.0047,3.97,0.0037,5.32,0.0043
2005-05-04,15.56,0.4609,32.81,0.0001,5.42,0.0036,0.14,0.005,0.07,0.0047,1.77,0.0043,6.01,0.0042
2005-05-04,15.75,0.4766,32.52,0.0001,6.53,0.0035,0.18,0.0051,0.04,0.0047,2.92,0.004,7.42,0.0041
2005-05-04,14.47,0.3728,32.59,0.0001,7.02,0.0034,0.75,0.0063,0.07,0.0047,4.04,0.0037,7.39,0.0041
2005-05-04,14.54,0.3783,32.3,0.0001,6.02,0.0035,0.01,0.0048,0.1,0.0047,2.85,0.004,3.23,0.0045
2005-05-04,14.19,0.3512,32.29,0.0001,5.25,0.0037,0.73,0.0062,0.16,0.0047,7.41,0.003,8.85,0.004
2005-05-04,13.56,0.305,32.27,0.0001,6.44,0.0035,0.08,0.0049,0.17,0.0047,4.2,0.0037,10.55,0.0039
2005-05-05,13.5,0.3007,32.11,0.0001,6.22,0.0035,0.14,0.005,0.31,0.0046,7.48,0.003,3.93,0.0044
2005-05-05,13.01,0.2675,32.61,0.0001,6.56,0.0035,0.38,0.0055,0.1,0.0047,1.4,0.0044,4.1,0.0044
2005-05-05,15.38,0.446,32.66,0.0001,5.87,0.0036,0.17,0.0051,0.03,0.0047,1.64,0.0043,8.88,0.004
2005-05-05,15.33,0.4419,32.26,0.0001,6.1,0.0035,0.18,0.0051,0.04,0.0047,1.47,0.0043,9.12,0.004
2005-05-05,15.31,0.4402,32.32,0.0001,7.1,0.0034,0.12,0.005,0.15,0.0047,4.86,0.0035,11.13,0.0038
2005-05-05,15.23,0.4337,32.29,0.0001,6.1,0.0035,0.16,0.005,0.07,0.0047,2.42,0.0041,7.95,0.0041
2005-05-05,15.06,0.4198,32.38,0.0001,5.79,0.0036,0.29,0.0053,0.06,0.0047,3.54,0.0038,6.36,0.0042
2005-05-05,17.82,0.6449,33.9,0.0001,5.65,0.0036,0.17,0.0051,0.12,0.0047,3.08,0.0039,6.34,0.0042
2005-05-15,15.47,0.4534,32.788000000000004,0.0001,5.6623,0.0036,0.0349,0.0048,0.106,0.0047,1.5854,0.0043,8.9811,0.004
2005-06-08,18.08,0.6645,33.563,0.0001,5.79,0.0036,0.1,0.0049,0.28,0.0047,11.08,0.0024,7.01,0.0042
2005-06-08,20.78,0.8297,32.809,0.0001,5.69,0.0036,0.23,0.0052,0.24,0.0047,7.99,0.0029,6.07,0.0042
2005-06-08,19.67,0.7709,33.616,0.0001,5.31,0.0037,0.24,0.0052,0.31,0.0046,9.15,0.0027,6.27,0.0042
2005-06-08,18.5,0.695,33.422,0.0001,5.52,0.0036,0.1,0.0049,0.25,0.0047,9.89,0.0026,8.24,0.0041
2005-06-08,18.16,0.6704,33.624,0.0001,5.34,0.0037,0.27,0.0053,0.27,0.0047,7.21,0.003,6.57,0.0042
2005-06-09,19.6,0.7668,33.35,0.0001,5.37,0.0037,0.24,0.0052,0.28,0.0047,7.99,0.0029,6.18,0.0042
2005-06-09,21.8,0.8726,32.255,0.0001,5.52,0.0036,0.3,0.0053,0.48,0.0046,9.94,0.0026,4.58,0.0044
2005-06-09,20.08,0.7942,33.215,0.0001,5.75,0.0036,0.11,0.0049,0.4,0.0046,6.04,0.0033,5.58,0.0043
2005-06-09,19.34,0.7509,33.35,0.0001,6.19,0.0035,0.12,0.005,0.32,0.0046,6.2,0.0032,5.86,0.0042
2005-06-09,12.4,0.2296,31.307,0.0001,6.72,0.0034,0.76,0.0063,0.26,0.0047,6.49,0.0032,1.76,0.0046
2005-06-09,20.42,0.8121,33.366,0.0001,5.47,0.0036,0.1,0.0049,0.37,0.0046,8.25,0.0029,6.72,0.0042
2005-06-09,20.82,0.8316,33.39,0.0001,5.3,0.0037,0.06,0.0049,0.29,0.0047,10.33,0.0025,8.1,0.0041
2005-06-09,17.14,0.5915,31.930999999999997,0.0001,6.4,0.0035,0.54,0.0058,0.12,0.0047,3.05,0.0039,1.41,0.0046
2005-06-09,19.5,0.7608,33.241,0.0001,5.31,0.0037,0.23,0.0052,0.25,0.0047,7.49,0.003,6.7,0.0042
2005-06-09,17.26,0.6011,32.042,0.0001,6.05,0.0035,0.8,0.0064,0.14,0.0047,0.68,0.0046,1.43,0.0046
2005-06-09,19.22,0.7434,32.178000000000004,0.0001,6.02,0.0035,0.24,0.0052,0.08,0.0047,0.31,0.0047,1.38,0.0046
2005-06-09,18.06,0.663,32.339,0.0001,5.79,0.0036,0.18,0.0051,0.13,0.0047,1.01,0.0045,0.54,0.0047
2005-06-10,18.52,0.6964,34.255,0.0001,5.09,0.0037,0.06,0.0049,0.09,0.0047,1.42,0.0044,3.93,0.0044
2005-06-10,19.1,0.7357,32.049,0.0001,5.85,0.0036,0.27,0.0053,0.12,0.0047,0.97,0.0045,0.7,0.0047
2005-06-10,20.73,0.8274,34.138000000000005,0.0001,5.69,0.0036,0.05,0.0048,0.17,0.0047,0.65,0.0046,3.28,0.0045
2005-06-10,18.93,0.7245,32.049,0.0001,5.8,0.0036,0.32,0.0054,0.14,0.0047,0.71,0.0045,1.43,0.0046
2005-06-10,17.24,0.5995,32.01,0.0001,6.45,0.0035,0.21,0.0051,0.12,0.0047,0.73,0.0045,5.34,0.0043
2005-06-10,20.13,0.7969,34.272,0.0001,5.72,0.0036,0.03,0.0048,0.11,0.0047,0.37,0.0046,3.43,0.0044
2005-06-10,14.88,0.4053,31.122,0.0001,7.23,0.0033,0.75,0.0063,0.09,0.0047,0.33,0.0047,0.58,0.0047
2005-06-10,20.26,0.8038,34.024,0.0001,5.24,0.0037,0.03,0.0048,0.04,0.0047,0.29,0.0047,2.94,0.0045
2005-06-12,19.86,0.7819,33.042,0.0001,5.36,0.0037,0.2,0.0051,0.14,0.0047,3.63,0.0038,5.0,0.0043
2005-06-12,21.59,0.8646,31.868000000000002,0.0001,5.34,0.0037,0.2,0.0051,0.23,0.0047,2.36,0.0041,4.12,0.0044
2005-06-12,19.76,0.7762,33.787,0.0001,5.19,0.0037,0.05,0.0048,0.3,0.0046,0.34,0.0047,1.98,0.0046
2005-06-12,19.71,0.7733,34.54,0.0001,5.36,0.0037,0.06,0.0049,0.26,0.0047,1.17,0.0044,2.63,0.0045
2005-06-12,16.68,0.5539,31.339000000000002,0.0001,6.82,0.0034,0.17,0.0051,0.26,0.0047,2.7,0.004,0.52,0.0047
2005-06-12,22.23,0.8877,31.434,0.0001,5.14,0.0037,0.18,0.0051,0.34,0.0046,2.2,0.0041,4.25,0.0044
2005-06-12,19.31,0.749,34.488,0.0001,5.7,0.0036,0.03,0.0048,0.03,0.0047,1.17,0.0044,2.84,0.0045
2005-06-12,18.35,0.6843,31.945999999999998,0.0001,6.05,0.0035,0.47,0.0057,0.12,0.0047,0.7,0.0045,3.43,0.0044
2005-06-12,22.35,0.8916,31.592,0.0001,5.3,0.0037,0.16,0.005,0.38,0.0046,4.58,0.0036,5.55,0.0043
2005-06-12,18.56,0.6992,32.067,0.0001,5.8,0.0036,0.24,0.0052,0.19,0.0047,0.47,0.0046,3.41,0.0044
2005-06-12,21.71,0.8692,31.712,0.0001,5.46,0.0036,0.15,0.005,0.14,0.0047,2.4,0.0041,5.59,0.0043
2005-06-12,19.17,0.7402,34.344,0.0001,5.74,0.0036,0.1,0.0049,0.15,0.0047,0.85,0.0045,3.85,0.0044
2005-06-12,18.58,0.7006,32.176,0.0001,5.76,0.0036,1.06,0.0071,0.28,0.0047,10.8,0.0024,9.72,0.0039
2005-06-12,21.37,0.8558,32.846,0.0001,6.09,0.0035,0.21,0.0051,0.29,0.0047,3.33,0.0039,5.65,0.0043
2005-06-12,18.69,0.7082,32.226,0.0001,6.2,0.0035,0.84,0.0065,0.12,0.0047,14.91,0.0019,10.8,0.0039
2005-06-12,19.58,0.7656,34.329,0.0001,5.72,0.0036,0.04,0.0048,0.06,0.0047,0.46,0.0046,3.39,0.0045
2005-06-13,21.16,0.8469,30.5,0.0001,6.25,0.0035,0.2,0.0051,0.35,0.0046,10.04,0.0026,6.73,0.0042
2005-06-13,18.98,0.7278,32.297,0.0001,5.68,0.0036,0.67,0.0061,0.24,0.0047,6.96,0.0031,7.98,0.0041
2005-06-13,20.31,0.8064,33.78,0.0001,5.73,0.0036,0.02,0.0048,0.09,0.0047,0.63,0.0046,2.77,0.0045
2005-06-13,18.78,0.7144,32.315,0.0001,5.92,0.0036,0.24,0.0052,0.2,0.0047,0.53,0.0046,4.17,0.0044
2005-06-13,20.31,0.8064,29.565,0.0001,5.83,0.0036,0.32,0.0054,0.35,0.0046,5.66,0.0033,6.21,0.0042
