Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,On/Off
08,28.4797,31.8289,4.8571,0.054000000000000006,0.057,0.225,1.462,1
08,25.0204,32.9963,4.8529,,,1.4286,2.0709999999999997,1
08,28.3225,31.6321,5.0,0.04,0.105,0.24100000000000002,3.252,1
08,25.5724,33.5517,4.6816,,,0.2857,3.068,1
08,27.0947,32.0615,5.7143,0.084,0.152,0.14,2.128,1
08,24.381999999999998,33.0059,5.0164,,,0.3571,2.78,1
08,27.7814,31.941,4.8,0.054000000000000006,0.097,0.204,3.884,1
08,25.3148,33.5961,4.6985,,,0.5,2.5,1
08,27.4764,31.5529,4.8286,0.042,0.08900000000000001,0.43,5.077,1
08,26.9086,32.7396,4.4637,,,0.2143,2.639,1
08,27.2357,31.0619,5.4286,0.053,0.134,0.152,2.048,1
08,24.9573,32.6878,4.9356,,,0.2143,1.64,1
08,27.4107,32.1601,4.8286,0.14800000000000002,0.142,0.21,3.5069999999999997,1
08,25.1382,31.9167,4.9714,0.158,0.106,0.106,2.041,1
08,23.9089,33.3012,4.8488,,,0.2857,2.0669999999999997,1
08,26.3229,31.044,5.2571,0.185,0.133,0.095,2.436,1
08,23.6135,33.3966,4.8222,0.0323,,0.3571,2.278,1
08,25.1789,33.3925,4.6923,,,0.4286,2.782,1
08,24.0896,33.2133,4.7836,,0.0714,0.1429,2.912,1
08,22.0593,33.4177,4.9733,,,0.2143,2.826,1
08,23.9314,32.5383,4.84,,,0.5714,2.718,1
08,24.4827,32.5416,4.6654,,,0.2857,1.68,1
08,26.0067,32.6022,4.4643,,,0.3571,1.804,1
08,26.0871,32.688,4.6447,,,0.2857,2.289,1
08,26.4525,32.7087,4.5236,,,0.2143,1.61,1
08,26.3137,32.8558,4.507,,,0.0714,2.017,1
08,24.7787,32.2778,4.7177,,,0.1429,1.556,1
08,25.6487,32.1287,4.4981,0.2258,0.0714,1.2857,9.281,1
08,20.566999999999997,32.8419,5.3434,,,0.2857,1.805,1
09,22.7286,31.9888,5.8,0.166,0.19,1.062,4.672,1
09,20.4624,32.783,5.3743,0.0968,0.2143,0.5,6.808,1
09,21.5822,32.1708,5.1143,0.061,0.15,2.83,8.212,1
09,23.0136,32.7813,5.1585,0.2581,0.0714,1.0714,6.587999999999999,1
09,24.0031,32.0604,5.3714,0.023,0.108,0.6940000000000001,6.558,1
09,20.7381,31.9342,6.3143,0.035,0.058,0.235,5.912999999999999,1
09,23.809,31.9315,5.8,0.087,0.08199999999999999,0.525,2.045,1
09,21.6001,31.7608,4.8571,0.094,0.5429999999999999,1.123,3.627,1
10,19.6588,32.7362,5.346,0.003,0.031,1.7751,1.768,1
10,20.2981,32.9354,5.0568,,0.001,0.3643,2.658,1
10,19.6698,33.1167,5.4951,0.062,0.003,1.5993,5.178,1
10,19.9044,32.7748,5.1639,0.03,,0.7727,2.758,1
10,21.1262,32.9285,5.0367,0.084,0.013,0.377,3.2689999999999997,1
10,21.9029,32.8982,4.8386,0.128,0.128,0.6731,3.904,1
10,21.203000000000007,32.3323,5.1458,0.057999999999999996,0.019,0.3604,2.677,1
10,19.5655,33.2052,5.2071,0.032,0.019,0.8104,3.1439999999999997,1
10,21.5773,30.7154,4.8331,1.0229,0.4972,5.3968,5.9311,1
10,19.7054,33.0265,5.1431,0.046,0.01,0.6037,3.322,1
10,20.9383,31.0548,5.5317,0.3391,0.0183,1.1557,2.2682,1
10,20.9793,30.8877,5.9166,0.3175,0.0523,1.4037,2.7392,1
10,21.041,31.2369,5.4889,0.6066,0.0374,1.8846,4.0861,1
10,21.2752,31.0737,5.4462,0.6287,0.0297,2.1263,4.9955,1
10,20.9234,31.2319,5.546,0.3889,0.0251,2.6139,5.8952,1
10,20.8016,31.2915,5.5174,0.6013,0.0697,3.2923,5.6231,1
10,19.5545,31.2676,5.1325,1.0868,0.415,9.854,12.4773,1
10,20.671999999999997,31.1847,5.4319,0.9936,0.236,5.2620000000000005,8.463,1
10,20.1209,30.7273,5.6458,0.6953,0.0818,6.0092,6.5503,1
10,19.9894,30.8909,5.6743,1.0439,0.1801,5.3019,5.0495,1
10,19.5135,32.7833,5.266,0.05,0.094,0.1822,2.505,1
10,19.8245,33.0922,5.1799,0.023,0.012,0.2112,3.07,1
10,20.7369,31.0966,5.7028,0.8781,0.0072,3.1278,5.5427,1
10,21.495,31.3062,5.5887,0.667,0.0438,1.2402,3.5904,1
10,21.2934,32.6975,5.1533,0.06,0.031,0.1428,1.149,1
10,21.2078,31.2674,5.603,0.7346,0.0114,1.3566,5.4856,1
10,22.6339,33.0001,4.7461,0.037000000000000005,0.028,0.129,2.024,1
10,20.7052,31.4127,5.7170000000000005,0.7874,0.0465,3.1515,4.8453,1
10,20.6597,32.8023,5.0134,0.063,,0.1218,2.62,1
10,20.3289,31.3129,5.9024,0.7476,0.0433,1.8317,5.4572,1
10,19.7501,31.2799,6.2731,0.8535,0.1267,6.1123,14.7385,1
10,21.6271,32.868,4.9283,0.738,0.08,3.503,13.499,1
10,20.1702,31.0316,5.7028,1.0198,0.2098,4.8472,8.177999999999999,1
10,22.5684,33.11,4.6785,0.053,,0.51,0.997,1
10,18.3891,31.7526,5.5317,0.9371,0.1224,9.0156,12.2332,1
10,20.7129,32.0891,4.9922,0.157,0.267,0.4856,6.135,1
10,20.8736,32.2558,5.1984,0.038,0.02,0.8932,1.473,1
10,20.5581,31.324,6.0164,0.6103,0.0441,3.4639,6.9742,1
10,20.7531,31.2568,5.6172,0.6324,0.0649,2.4261,7.379,1
10,21.1281,30.9465,5.5174,0.9881,0.1405,2.9645,6.1497,1
10,21.169,31.8421,5.7028,0.4987,0.0255,1.7695,6.1232,1
10,20.788,31.8019,5.5317,0.6681,0.0277,2.0473,8.7872,1
10,21.7064,31.795,5.2323,0.6161,0.08199999999999999,2.088,5.3286,1
10,20.6044,32.2648,5.2595,0.02,0.124,0.3374,5.026,1
10,20.825,32.451,5.1941,0.092,0.136,0.4684,5.0889999999999995,1
10,21.7959,33.1909,4.8668,0.107,0.06,0.5444,1.5819999999999999,1
10,21.4308,33.0295,4.8671,0.061,0.008,0.4287,1.67,1
10,21.3144,32.9162,5.0267,0.07200000000000001,0.057,0.2068,1.3940000000000001,1
10,20.7493,32.2137,5.2067,0.092,0.245,0.2773,8.126,1
10,20.7639,32.2743,5.3903,0.087,0.18600000000000005,0.4757,7.257999999999999,1
10,21.5422,32.9099,5.2661,0.46299999999999997,0.109,0.1672,4.927,1
10,22.6053,33.4736,4.8898,,0.096,0.6451,2.528,1
10,22.4557,33.4731,4.893,,0.113,1.1778,2.0469999999999997,1
10,21.9283,33.181,4.8272,0.025,0.327,0.7997,5.9979999999999976,1
10,20.796999999999997,32.7376,5.26,0.132,0.302,2.2119999999999997,6.801,1
10,22.5059,33.3097,5.0571,0.084,0.129,0.718,4.7330000000000005,1
10,21.435,32.4686,4.7143,0.079,0.233,1.456,5.881,1
10,19.8895,32.1036,4.6286,0.245,0.485,3.437,11.499,1
10,20.0701,32.4948,5.0,0.096,0.199,1.746,7.95,1
10,22.1115,33.3597,3.8286,0.085,0.135,0.633,4.22,1
10,23.3937,33.9578,4.8,0.063,0.07200000000000001,0.449,1.974,1
10,20.5551,32.8897,4.8857,0.07400000000000001,0.134,1.435,5.671,1
10,19.7087,32.3403,4.8571,0.16399999999999998,0.406,2.7230000000000003,6.48,1
10,19.3773,31.8475,5.2,0.094,0.253,1.107,8.595,1
10,20.0459,33.0224,5.0286,0.136,0.223,3.5580000000000003,7.5120000000000005,1
10,22.298000000000002,33.6941,4.7429,0.059000000000000004,0.097,0.624,3.051,1
10,22.721999999999998,33.8679,4.6857,0.064,0.119,0.932,3.657,1
10,23.1244,33.903,4.6286,0.065,0.049,0.28,1.041,1
10,23.9332,33.8989,4.7429,0.073,0.051,0.434,1.383,1
10,23.2592,33.9321,4.8,0.08800000000000001,0.067,0.324,2.475,1
10,23.2032,33.9135,4.6857,0.092,0.067,0.428,2.5810000000000004,1
08,29.0263,30.6648,4.6846,,0.0878,0.4418,3.7352,1
08,29.2897,30.184,4.7164,0.0078,0.0421,0.6085,2.9594,1
08,28.8469,29.5748,4.5752,,0.1001,1.0711,1.8067,1
08,28.6391,29.6416,4.7731,0.0071,0.0606,0.3006,2.5529,1
08,28.8289,29.6622,4.8576,,0.10099999999999999,0.6798,1.4479,1
08,28.3617,29.4724,4.5752,,0.1308,0.8104,2.0195,1
08,28.631999999999998,31.3047,4.462,0.0312,0.0562,,0.634,1
08,28.2741,32.4054,4.4623,,0.0597,0.2843,1.1907,1
08,27.9377,31.7976,5.0828,,0.0395,0.0442,0.4138,1
08,28.6075,28.1933,5.3988,0.0142,0.4399,0.614,0.8098,1
08,28.0826,30.611,6.119,,0.0641,0.4615,0.5398,1
08,28.5188,29.8926,4.8287,,0.1624,1.3255,0.7155,1
08,28.3717,28.9684,4.8852,0.005,0.3775,2.2806,1.7866,1
08,28.8711,28.4708,4.7984,0.0128,0.1168,0.3432,1.7326,1
08,29.1586,29.0452,4.8015,,0.0817,0.6578,1.8268,1
08,28.7687,28.9525,4.688,0.0159,0.1038,0.4369,2.2914,1
08,28.5919,29.011999999999997,4.9699,0.008,0.0923,0.3001,1.8186,1
08,28.7357,29.4304,4.5166,,0.0399,0.2486,1.0302,1
08,29.3134,29.982,4.7445,,0.0577,0.6717,2.1534,1
08,29.3307,30.0664,4.829,,0.087,1.2749,3.1279,1
08,29.3897,29.9391,4.6599,,0.0559,0.7531,3.435,1
08,28.3484,30.6064,5.0533,,0.0479,0.2433,0.8312,1
08,29.2469,30.1153,4.7997,,0.0257,0.11900000000000001,2.2893,1
08,28.8136,29.0018,4.5449,,0.2209,0.9844,2.4433,1
08,29.0246,28.8344,4.5186,,0.0568,0.3939,1.3436,1
08,29.575,29.3261,4.5733,,0.0204,0.1045,0.8547,1
08,29.7697,29.8438,4.7143,0.0545,0.0248,,0.6761,1
08,29.7216,30.2667,4.5727,,0.0266,0.1838,0.016,1
08,29.5275,29.2515,4.9122,,0.0396,0.231,1.4234,1
08,30.0378,30.0268,4.6586,,0.0387,0.1426,1.2286,1
08,30.2414,30.0909,4.7126,,0.0504,0.7557,4.1160000000000005,1
08,30.6636,30.0079,4.6903,0.0254,0.0108,0.4092,1.9563,1
08,23.7395,30.761999999999997,5.7328,0.0489,0.4128,0.8069,2.8555,1
08,28.2108,30.9633,5.6895,,0.0635,0.6897,2.204,1
08,28.4469,30.9385,5.5018,0.1954,0.0571,0.6931,3.0088,1
08,29.1174,30.908,5.3718,0.2222,0.0174,0.3842,1.9057,1
08,28.7811,30.5622,6.0217,0.2106,0.0368,0.3842,8.8069,1
08,29.0498,31.053,5.2274,0.1844,0.003,0.3523,3.0677,1
08,28.9875,31.035,4.8231,0.1948,0.0041,0.6586,1.4075,1
08,29.1811,30.8636,4.9675,0.0136,0.0348,0.5024,2.952,1
08,27.4379,30.7759,5.7184,0.5858,0.0396,1.0801,3.9712,1
08,25.79,31.563000000000002,5.0,,0.6415,0.6497,0.0419,1
08,26.65,31.818,4.85,,1.62,0.8131,0.0061,1
08,28.04,32.855,4.83,,0.8289,0.3988,0.0087,1
08,28.68,33.571,4.68,,1.6006,0.3788,0.0138,1
08,26.77,33.214,4.94,,4.2194,0.4505,0.0422,1
08,25.9,32.969,4.9,0.0515,5.1972,0.7627,0.0258,1
08,27.97,32.97,4.48,0.0126,1.3306,0.6273,0.0336,1
08,27.76,32.441,4.59,,1.8312,0.5277,0.0086,1
08,27.98,31.74,4.61,,0.7642,0.6487,0.0164,1
08,25.71,31.839000000000002,5.04,0.0032,0.5952,0.7557,0.0095,1
08,29.0792,31.2702,5.2274,0.259,0.033,0.4143,3.5566,1
08,29.57800000000001,31.0495,4.8375,0.0549,0.0582,0.4936,3.5084,1
08,29.7111,31.1071,5.1408,0.0552,0.0306,0.848,2.1346,1
08,29.4053,30.9832,5.0541,0.1056,0.016,0.3394,2.1175,1
08,29.0937,30.8461,4.9675,0.0272,0.0252,1.1313,2.0338,1
08,29.5092,30.5041,4.9675,0.1004,0.0239,0.7191,3.6187,1
08,29.429000000000002,30.5641,4.9242,0.3536,0.0041,0.6872,2.8186,1
08,29.8554,30.69,4.7942,0.2227,0.0377,0.5539999999999999,2.4962,1
08,29.8389,31.0496,4.7509,0.038,0.0387,0.33299999999999996,2.8098,1
08,26.4535,31.3757,5.4152,0.1518,0.0591,0.6485,6.5345,1
08,25.48,32.038000000000004,5.34,,0.322,0.6658,0.0345,1
08,27.44,32.282,4.54,,1.4943,0.495,0.0233,1
08,28.01,32.346,4.49,,0.9215,0.5529,0.0207,1
08,25.38,32.86,10.76,0.0294,5.6308,0.7927,0.0267,1
08,29.61,30.8332,4.8953,0.0982,0.0077,0.7465,4.1392,1
08,29.8104,30.8447,5.0108,0.0707,0.0122,0.5038,3.555,1
08,29.6312,31.1378,4.6931,0.1609,0.0663,0.5416,3.1178,1
08,26.69,33.126,4.57,0.0095,3.892,0.8598,0.0224,1
08,25.823,31.5407,5.704,0.2103,0.0443,0.6937,7.7285,1
08,26.9831,31.375,5.5884,0.1837,0.0182,0.7518,7.0144,1
08,18.0715,32.2233,5.4585,0.2758,0.0288,0.6292,6.7107,1
08,27.63,33.544000000000004,4.45,,1.421,0.4175,0.0607,1
08,26.79,33.25,4.73,,1.9404,0.381,0.044000000000000004,1
08,25.25,32.834,5.31,,4.5695,0.3859,0.0185,1
08,24.42,32.431,5.16,,4.2874,0.4778,0.0255,1
08,25.34,33.376999999999995,6.44,,5.6935,0.6445,0.0345,1
08,25.21,32.963,6.05,0.0063,2.8994,0.9084,0.0388,1
08,23.49,33.393,6.53,,5.8712,0.8075,0.0413,1
08,27.35,31.392,4.63,,3.7009,0.4370000000000001,0.0475,1
08,25.07,33.289,4.78,,3.29,1.0077,0.0677,1
08,26.97,33.181,4.68,,3.2155,0.7656,0.0405,1
08,29.26,30.728,4.27,,4.0213,0.6992,0.0317,1
08,25.32,31.614,4.87,,1.703,0.501,0.0493,1
08,22.13,32.802,5.92,,1.2751,0.3718,0.0677,1
08,22.5,32.856,6.21,,1.7233,0.6098,0.0449,1
08,27.46,30.734,4.49,,1.7839,0.5147,0.0334,1
08,28.45,30.50800000000001,4.4,,1.4433,0.5348,0.006999999999999999,1
08,28.81,30.728,4.23,,1.1378,0.3185,0.0062,1
08,21.12,32.446,4.97,0.0118,2.0213,1.0163,0.0413,1
08,23.9947,31.9847,5.1714,0.041,0.124,1.5230000000000001,3.591,1
08,29.0054,30.1327,4.5429,0.004,0.07,0.313,1.959,1
08,28.3854,30.3912,4.5714,0.006999999999999999,0.064,0.38299999999999995,1.1440000000000001,1
08,23.4254,32.3397,5.5143,0.026,0.126,0.888,4.351,1
08,24.4364,31.9609,5.7429,0.014,0.09300000000000001,0.578,3.7089999999999996,1
08,29.3212,29.7032,4.7143,0.008,0.18100000000000002,0.778,3.14,1
08,29.8833,31.2857,4.6286,0.026,0.083,0.377,3.66,1
08,27.8356,30.3193,4.8571,0.008,0.102,0.51,3.266,1
08,23.875,32.44,5.5429,0.049,0.09300000000000001,0.35600000000000004,7.617000000000001,1
08,21.6527,32.1992,4.8571,0.155,0.306,1.419,9.898,1
08,27.877,30.3082,5.1714,0.025,0.10099999999999999,0.754,3.1439999999999997,1
08,28.3455,30.4968,5.6,0.013,0.08900000000000001,0.336,2.301,1
08,28.118000000000002,30.5557,5.0286,0.011,0.09699999999999999,0.6459999999999999,2.6,1
08,29.688000000000002,30.0955,4.6571,0.004,0.10099999999999999,1.185,1.774,1
08,29.8384,31.1879,4.6857,0.024,0.10800000000000001,0.4270000000000001,2.9619999999999997,1
08,29.7213,31.4768,4.4286,0.002,0.077,0.45399999999999996,3.455,1
08,29.9022,29.6308,4.5143,0.006,0.076,0.429,1.235,1
08,20.1972,31.3979,5.562,0.309,0.5386,5.6433,4.6558,1
08,23.1654,31.5992,5.8044,0.2291,0.1461,3.3097,3.3385,1
08,24.7331,31.6309,5.4336,0.0718,0.1276,4.1114,3.3719,1
08,24.1876,31.6473,5.89,0.3896,0.1043,1.9432,2.7886,1
08,23.943,31.43,5.4193,0.1792,0.1625,4.3543,5.1864,1
08,24.0798,31.5923,5.8187,0.10300000000000001,0.1043,9.3964,5.3701,1
08,24.8236,31.9069,5.5905,0.1452,0.0444,6.7938,2.0992,1
08,23.6124,32.0792,5.8614,0.1618,0.0174,2.3725,2.4702,1
08,23.3372,31.5914,5.619,0.008,0.1403,4.721,6.0892,1
08,23.9574,31.4263,5.947,0.4468,0.6606,7.3112,12.6511,1
08,22.4249,32.4431,6.0754,0.3772,0.0794,4.4266,6.1719,1
08,24.261999999999997,32.3947,5.619,0.5591,0.2218,9.9997,5.7465,1
08,25.156999999999996,32.137,6.2322,0.3492,0.0373,4.834,7.1715,1
08,25.2497,31.9223,5.6047,0.2785,0.081,4.4109,7.6453,1
08,24.81900000000001,31.9259,5.4479,0.2372,0.1446,7.548999999999999,10.1384,1
08,24.6788,32.0034,5.3623,0.0907,0.0103,4.9152,7.4689999999999985,1
08,23.874000000000002,31.8116,5.4764,0.2878,0.0554,5.8248,7.2798,1
08,22.0359,32.6677,5.1769,0.3931,0.19,9.6052,12.9855,1
08,18.4348,32.7357,5.291,0.7638,0.2418,9.2359,12.465,1
08,23.2832,33.2305,4.23,0.0341,0.0208,0.6229,0.7449,1
08,23.8219,33.3761,4.23,0.0195,0.4,0.0905,0.9407,1
08,23.0639,33.9405,,0.0185,0.3739,0.1402,1.7883,1
08,24.1913,32.4796,,0.0204,0.0038,0.4981,4.9647,1
08,24.326,34.0503,,0.0156,0.0076,0.483,2.3042,1
08,23.8751,32.6448,,0.0341,0.0264,0.5841,3.5477,1
08,23.866,32.5567,,0.0448,,0.6975,5.2964,1
08,22.1929,33.7833,,0.0282,0.0142,0.5057,2.3106,1
08,23.6693,33.0657,,0.0214,0.0142,0.4263,0.1787,1
08,23.8445,33.0551,,0.0243,0.0057,0.4641,0.0696,1
08,23.7915,33.0904,5.52,0.0185,0.0094,0.6994,0.0407,1
08,22.3425,33.5443,5.25,0.0156,0.0038,0.4045,1.829,1
08,24.2736,32.9077,5.09,,0.1437,0.7675,2.0403,1
08,23.9553,32.9021,5.04,0.0312,0.0065,0.6603,3.4826,1
08,23.9139,31.4299,5.4193,0.4345,0.3397,7.0113,10.625,1
08,24.5183,31.7121,5.4906,0.425,0.2785,32.2704,9.3638,1
08,23.639,33.72,5.13,0.0151,0.0028,0.5056,1.8742,1
08,23.4814,33.6915,5.13,0.0231,0.0065,0.7140000000000001,2.0532,1
08,25.0116,31.0707,5.6333,0.2686,0.2479,5.296,4.4899,1
08,25.2552,30.9079,5.3908,2.4996,0.005,22.1927,3.7943,1
08,23.9334,33.1149,5.04,,0.0177,0.4835,2.8472,1
08,24.3395,31.2523,5.6475,0.2819,0.0567,4.6649,8.4408,1
08,23.6552,33.3306,5.0,0.006,0.0168,0.3895,2.7475,1
08,24.4514,30.939,5.7188,0.3168,0.2114,8.9747,6.2497,1
08,23.447,33.3603,5.05,0.0151,0.0103,0.4659,3.1258,1
08,24.4001,32.551,5.01,0.006999999999999999,0.0093,0.474,3.5041,1
08,23.8175,33.4832,5.3,,0.0093,0.3773,0.3943,1
08,23.6717,33.3484,5.58,0.0191,0.013999999999999999,0.7342,0.0375,1
08,23.7201,32.3326,5.46,0.002,0.0261,0.4572,6.9921,1
08,24.4096,32.6618,5.0,,0.0084,0.5411,3.3798,1
08,23.2297,33.2845,5.12,,0.0056,0.4267,2.4464,1
08,23.4538,32.8281,5.16,0.8632,0.0215,10.5943,13.6423,1
08,23.4417,32.8383,5.05,,0.0047,0.4769,3.8984,1
08,24.4146,32.9634,4.97,,0.0149,0.5736,3.1708,1
08,23.1253,33.0536,5.02,0.008,0.0131,0.5596,2.4625,1
08,23.3032,32.3072,5.05,,0.0103,0.3848,4.4696,1
08,23.031999999999996,31.927,5.18,0.006999999999999999,0.0457,0.7125,7.4111,1
08,23.729,31.9072,5.27,,0.0392,0.301,6.3898,1
08,23.5923,31.8521,5.06,,0.0131,0.5428,6.4852,1
08,23.6752,32.5896,5.1,,0.0243,0.8108,3.3616,1
08,24.0694,32.4381,4.96,,0.0177,0.3923,5.779,1
08,23.2025,30.5572,5.07,0.1207,0.1343,2.9525,11.827,1
08,23.0326,30.4838,4.7714,0.12300000000000001,0.4920000000000001,3.6889999999999996,7.175,1
08,23.7468,32.2062,4.9143,0.057,0.109,0.625,7.099,1
08,24.1321,31.7354,4.9714,0.032,0.17300000000000001,0.608,8.603,1
08,23.905,32.0824,5.4571,0.046,0.11199999999999999,0.674,5.07,1
08,24.368000000000002,32.2057,5.0571,0.055,0.136,0.6609999999999999,6.135,1
08,24.4172,31.9741,5.0571,0.027000000000000003,0.18100000000000002,0.52,8.527999999999999,1
08,26.9943,33.8164,4.6,0.028999999999999998,0.079,0.517,2.8,1
08,23.468000000000004,32.0356,5.0286,0.032,0.132,0.5479999999999999,4.002,1
08,23.831,32.0008,5.0,0.028999999999999998,0.121,0.606,7.4579999999999975,1
08,23.764,32.1047,4.8857,0.03,0.13,0.495,6.8729999999999976,1
08,25.1363,31.903000000000002,4.7429,0.003,0.08900000000000001,0.639,8.065,1
08,25.7915,33.463,4.7143,0.02,0.131,0.521,4.1339999999999995,1
08,25.2743,33.1487,5.2286,0.026000000000000002,0.075,0.522,5.959,1
08,27.1232,33.7359,3.7429,0.262,0.294,4.658,6.995,1
08,27.6215,33.5402,4.8286,0.049,0.188,0.526,1.66,1
08,26.9706,33.4386,4.6,0.021,0.19899999999999998,0.645,2.173,1
08,26.6685,33.1048,4.6857,0.027000000000000003,0.07400000000000001,0.479,3.73,1
08,25.9213,31.7152,4.7714,0.036000000000000004,0.14,0.6809999999999999,7.971,1
08,25.6478,29.9193,4.9143,0.032,0.111,1.046,8.953,1
08,26.8472,31.0322,,0.012,0.14400000000000002,6.952000000000001,5.347,1
08,26.5126,30.4971,5.247999999999998,0.048,0.131,5.303,5.801,1
08,26.5464,30.4431,5.226,0.040999999999999995,0.132,3.4419999999999997,5.002,1
08,25.2294,30.6354,5.0857,0.031,0.105,1.124,6.3389999999999995,1
08,26.4626,30.3689,5.205,0.011000000000000001,0.055,4.331,7.09,1
08,26.2122,29.7429,5.435,0.02,0.039,1.354,6.813,1
08,25.4655,30.0376,5.0286,0.032,0.085,0.743,6.56,1
08,26.8187,30.3803,5.2570000000000014,0.049,0.18100000000000002,8.165,5.303,1
08,25.8763,30.1475,,0.023,0.121,1.089,12.687000000000001,1
08,26.0775,30.089000000000002,5.3770000000000024,0.044000000000000004,0.034,1.883,6.07,1
08,25.5373,30.4391,3.9429,0.025,0.146,0.871,6.662999999999999,1
08,26.0033,29.76,5.587999999999999,0.051,0.06,7.664,6.354,1
08,26.3224,29.3369,5.45,0.04,0.28,7.0829999999999975,3.2,1
08,25.8761,29.3645,5.523,0.012,0.287,4.921,3.517,1
08,25.4888,29.7564,5.577000000000001,0.018000000000000002,0.086,1.956,2.496,1
08,25.3208,29.8502,5.45,0.034,0.062,4.723,4.4110000000000005,1
08,25.8876,28.897,5.35,0.266,0.1,5.431,2.331,1
08,25.7756,29.2462,5.315,0.006999999999999999,0.092,5.252999999999999,1.9480000000000002,1
08,25.8772,29.4676,5.346,0.036000000000000004,0.28300000000000003,8.166,4.649,1
08,25.6079,30.7707,5.23,0.002,0.214,6.8229999999999995,5.9639999999999995,1
08,25.2258,33.1645,5.0857,0.006,0.452,0.96,5.06,1
08,22.4263,31.9392,4.6857,0.034,0.154,2.266,8.718,1
09,24.8109,29.2298,5.7589999999999995,0.017,0.156,5.287000000000001,0.6890000000000001,1
09,24.6937,29.2147,5.3389999999999995,0.021,0.21100000000000002,5.025,1.462,1
09,24.7249,29.4617,5.074,0.028999999999999998,0.171,8.022,4.558,1
09,25.3482,29.2617,5.315,0.015,0.095,2.7260000000000004,0.971,1
09,25.4768,31.1755,5.3610000000000015,0.019,0.036000000000000004,0.736,6.095,1
09,25.5344,30.20300000000001,5.3260000000000005,0.027999999999999997,0.039,1.483,5.987,1
09,25.6893,30.2648,5.332999999999998,0.005,0.087,5.895,4.755,1
09,26.9352,32.4886,5.36,,0.057,1.72,3.5469999999999997,1
09,27.1798,32.429,4.838,0.019,0.08199999999999999,6.67,2.842,1
09,27.5088,32.6137,4.805,0.025,0.049,0.852,2.545,1
09,26.9408,32.7417,3.6069999999999998,0.013999999999999999,0.055,3.3680000000000003,1.911,1
09,27.9179,32.2446,4.87,0.009000000000000001,0.062,1.9280000000000002,2.137,1
09,26.9389,31.4906,4.881,,0.03,0.306,4.928,1
09,26.435,31.56,4.538,0.040999999999999995,0.049,4.602,3.4130000000000003,1
09,26.004,30.0498,5.228,0.022000000000000002,0.047,1.4669999999999999,4.1930000000000005,1
10,20.3028,32.1829,5.4498,0.2758,0.9029,13.252,3.5747,1
10,19.3287,32.5144,6.4239999999999995,0.1415,0.0527,20.3457,5.7365,1
10,20.208,32.2891,5.5204,0.1285,0.0159,10.722999999999999,3.2679,1
10,20.7464,32.0712,5.6475,0.008,0.0067,12.7744,1.8747,1
10,21.0151,32.0739,5.6898,1.16,0.001,13.1868,2.7077,1
08,20.4511,33.088,5.69,0.39,0.02,0.31,2.55,1
08,25.674,32.3514,5.12,0.08,0.03,0.35,2.32,1
08,25.5751,32.9731,5.07,0.03,0.03,0.42,2.03,1
08,25.6481,33.3207,5.04,0.02,0.02,0.41,2.52,1
08,25.2598,33.332,5.02,0.15,0.03,0.21,2.72,1
08,22.737,32.7996,5.39,0.01,0.03,0.3,4.98,1
08,21.7585,33.5662,5.65,0.01,0.03,0.63,1.74,1
08,25.8123,32.6922,5.13,0.02,0.03,0.33,2.05,1
08,21.3472,31.8545,5.55,0.84,0.96,4.77,5.31,1
08,25.6128,32.9973,5.15,0.01,0.03,0.12,1.58,1
08,25.6735,32.2371,5.52,0.19,0.15,0.53,2.54,1
08,26.0922,32.1868,5.83,0.47,0.48,0.17,4.86,1
08,26.6277,31.8949,5.7,0.05,0.84,0.61,2.4,1
08,26.7847,32.1102,5.42,0.58,0.16,4.35,4.74,1
08,27.0637,32.1255,5.7,0.16,0.29,1.1,1.78,1
08,27.5685,31.4573,5.49,0.26,0.18,6.63,5.39,1
08,27.19,31.3062,5.51,0.08,0.33,1.17,5.71,1
08,25.9743,31.6836,5.71,0.48,0.17,1.09,5.76,1
08,26.7474,31.4149,5.32,0.21,0.17,1.17,4.64,1
08,22.9785,33.3587,5.62,0.02,0.05,0.23,2.1,1
08,25.6882,33.2486,5.29,0.01,0.03,0.19,1.92,1
08,22.8057,32.8199,5.61,0.01,0.03,0.41,4.89,1
08,26.6834,32.7948,5.0,0.0001,0.02,0.54,4.06,1
08,26.0865,32.5517,5.03,0.01,0.01,0.46,5.65,1
08,25.9786,32.4759,5.0,0.01,0.02,0.62,6.1,1
08,26.248,33.2429,5.01,0.02,0.01,0.2,4.27,1
08,26.8749,33.3354,4.95,0.02,0.01,0.25,4.79,1
08,26.2656,33.0801,5.0,0.01,0.01,0.2,4.21,1
08,24.2069,32.4804,5.34,0.02,0.02,0.27,5.84,1
08,23.6556,32.4497,6.1,0.1,0.02,0.17,1.27,1
08,23.8252,33.3038,5.63,0.01,0.01,0.03,1.93,1
08,26.8829,30.9308,5.89,0.14,0.27,8.85,8.85,1
08,26.9225,30.9395,5.45,0.54,0.26,2.54,6.23,1
08,26.6905,31.5072,5.71,0.07,0.09,0.76,5.81,1
08,27.1188,32.0172,5.54,0.8,0.34,4.83,2.34,1
08,26.8251,31.7294,5.46,0.58,0.28,3.2,4.72,1
08,27.115,30.929000000000002,5.19,0.44,0.25,5.22,5.25,1
